Uniprot_A	Uniprot_B	Alt_A	Alt_B	Gene_A	Gene_B	pmid:method:quality
A0A024R087	P61956		6613	A0A024R087	SUMO2	21252943:0004:LC|21693764:0004:LC
A0A024RC46	Q92731		2100	A0A024RC46	ESR2	21182203:0004:HT
A0AV96	Q92731	54502	2100	RBM47	ESR2	21182203:0004:HT
A0AVT1	O15205	55236	10537	UBA6	UBD	22427669:0415:LC|22427669:0096:LC|23036196:0004:LC|20975683:0018:LC
A0AVT1	P0CG48	55236	7316	UBA6	UBC	22427669:0096:LC|21906983:0004:LC|17550899:0004:LC|17580310:0004:LC|21139048:0004:LC|21890473:0004:LC|22427669:0415:LC|23003343:0686:LC|20639865:0004:LC
A0AVT1	P62837	55236	7322	UBA6	UBE2D2	17580310:0096:LC|17597759:0096:LC|19250909:0415:LC
A0FGR8	A0FGR8	57488	57488	ESYT2	ESYT2	24847877:0114:LC|24847877:1246:LC|23791178:0007:LC|24373768:0114:LC
A0FGR8	P0CG48	57488	7316	ESYT2	UBC	21890473:0004:LC|21987572:0004:LC|21139048:0004:LC
A0FGR8	Q9BSJ8	57488	23344	ESYT2	ESYT1	23791178:0007:LC|22119785:0004:LC|23791178:0663:LC
A0JLT2	A0JLT2	219541	219541	MED19	MED19	15175163:0007:LC|14638676:0007:LC|14638676:0004:LC|21729782:0007:LC|14576168:0007:LC|15175163:0004:LC|21729782:0004:LC
A0JLT2	O00472	219541	22936	MED19	ELL2	21729782:0007:LC|15175163:0007:LC
A0JLT2	O15514	219541	5433	MED19	POLR2D	21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	O43513	219541	9443	MED19	MED7	21729782:0007:LC|14576168:0007:LC|15175163:0004:LC|15175163:0007:LC
A0JLT2	O60244	219541	9282	MED19	MED14	14576168:0007:LC|21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	O75448	219541	9862	MED19	MED24	14576168:0007:LC|15175163:0004:LC|15175163:0007:LC
A0JLT2	O75586	219541	10001	MED19	MED6	15175163:0007:LC|21729782:0004:LC|21729782:0007:LC|23563140:0004:LC|14576168:0004:LC|14576168:0007:LC|15175163:0004:LC
A0JLT2	O95402	219541	9441	MED19	MED26	15175163:0007:LC|21729782:0004:LC|21729782:0007:LC|23563140:0004:LC|14576168:0007:LC|15175163:0004:LC
A0JLT2	P19387	219541	5432	MED19	POLR2C	21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	P19388	219541	5434	MED19	POLR2E	21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	P24863	219541	892	MED19	CCNC	15175163:0007:LC|15175163:0004:LC|23563140:0004:LC|21729782:0004:LC
A0JLT2	P24928	219541	5430	MED19	POLR2A	21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	P30876	219541	5431	MED19	POLR2B	21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	P36954	219541	5438	MED19	POLR2I	21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	P49336	219541	1024	MED19	CDK8	21729782:0007:LC|23563140:0004:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	P52434	219541	5437	MED19	POLR2H	21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	P52435	219541	5439	MED19	POLR2J	21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	P61218	219541	5435	MED19	POLR2F	21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	P62487	219541	5436	MED19	POLR2G	21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	P62875	219541	5441	MED19	POLR2L	21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	Q13503	219541	9412	MED19	MED21	14576168:0007:LC|21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	Q15528	219541	6837	MED19	MED22	14576168:0007:LC|15175163:0004:LC|15175163:0007:LC|14638676:0007:LC
A0JLT2	Q15648	219541	5469	MED19	MED1	15175163:0007:LC|21729782:0004:LC|14638676:0004:LC|15989967:0004:LC|21729782:0007:LC|20133760:0004:LC|14576168:0007:LC|15175163:0004:LC|14638676:0007:LC
A0JLT2	Q6IAZ5	219541		MED19	CRSP9	15175163:0004:LC|21729782:0004:LC
A0JLT2	Q71F56	219541	23389	MED19	MED13L	21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	Q71SY5	219541	81857	MED19	MED25	15175163:0007:LC|21729782:0004:LC|14638676:0004:LC|23563140:0004:LC|21729782:0007:LC|14576168:0007:LC|15175163:0004:LC
A0JLT2	Q93074	219541	9968	MED19	MED12	15175163:0007:LC|21729782:0004:LC|21729782:0007:LC|23563140:0004:LC|14576168:0007:LC|15175163:0004:LC
A0JLT2	Q96HR3	219541	90390	MED19	MED30	14576168:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	Q96RN5	219541	51586	MED19	MED15	21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	Q9BTT4	219541	84246	MED19	MED10	15175163:0007:LC|14638676:0007:LC|14638676:0004:LC|15989967:0004:LC|24882805:0040:LC|12584197:0004:LC|21729782:0007:LC|15175163:0226:LC|12584197:0007:LC|14576168:0007:LC|15175163:0004:LC|21729782:0004:LC
A0JLT2	Q9BUE0	219541	54797	MED19	MED18	15175163:0007:LC|21729782:0004:LC|14638676:0004:LC|21729782:0007:LC|14576168:0004:LC|14576168:0007:LC|15175163:0004:LC
A0JLT2	Q9BWU1	219541	23097	MED19	CDK19	23563140:0004:LC|15175163:0004:LC|15175163:0007:LC|15175163:0226:LC|21729782:0004:LC
A0JLT2	Q9H204	219541	80306	MED19	MED28	21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC|20133760:0004:LC
A0JLT2	Q9H944	219541	9477	MED19	MED20	15175163:0007:LC|21729782:0004:LC|21729782:0007:LC|14576168:0004:LC|14576168:0007:LC|15175163:0004:LC
A0JLT2	Q9NPJ6	219541	29079	MED19	MED4	15175163:0007:LC|14638676:0007:LC|14638676:0004:LC|21729782:0007:LC|14576168:0007:LC|15175163:0004:LC|21729782:0004:LC
A0JLT2	Q9NX70	219541	55588	MED19	MED29	15175163:0007:LC|21729782:0004:LC|14638676:0004:LC|21729782:0007:LC|14576168:0004:LC|14576168:0007:LC|15175163:0004:LC|24882805:0007:LC|14638676:0007:LC
A0JLT2	Q9P086	219541	400569	MED19	MED11	15175163:0007:LC|21729782:0004:LC|14638676:0004:LC|21729782:0007:LC|14576168:0004:LC|14576168:0007:LC|15175163:0004:LC|14638676:0007:LC
A0JLT2	Q9UHB7	219541	27125	MED19	AFF4	15175163:0007:LC|21729782:0004:LC
A0JLT2	Q9UHV7	219541	9969	MED19	MED13	15175163:0007:LC|21729782:0004:LC|21729782:0007:LC|23563140:0004:LC|14576168:0007:LC|15175163:0004:LC
A0JLT2	Q9ULK4	219541	9439	MED19	MED23	14576168:0007:LC|21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0JLT2	Q9Y2X0	219541	10025	MED19	MED16	14576168:0007:LC|21729782:0007:LC|15175163:0004:LC|15175163:0007:LC|21729782:0004:LC
A0MNP2	O75643		23020	WDR57	SNRNP200	17353931:0006:LC|9774689:0006:LC|17353931:0004:LC
A0MNP2	P0CG48		7316	WDR57	UBC	21890473:0004:LC|21139048:0004:LC
A0MNP2	Q15029		9343	WDR57	EFTUD2	17353931:0006:LC|9774689:0006:LC|9774689:0096:LC|17353931:0004:LC
A0MNP2	Q6P2Q9		10594	WDR57	PRPF8	9774689:0024:LC|9774689:0096:LC|9774689:0006:LC|15657099:0064:LC|17353931:0006:LC|9774689:0047:LC|17353931:0004:LC
A0MZ66	P0CG48		7316	KIAA1598	UBC	21906983:0004:LC|21139048:0004:LC
A0MZ66	P46934		4734	KIAA1598	NEDD4	19953087:0096:HT
A0PJW6	P0CG48	79064	7316	TMEM223	UBC	21890473:0004:LC|21139048:0004:LC
A1L0T0	P00533	10994	1956	ILVBL	EGFR	24189400:0676:LC|24797263:0004:LC
A1L0T0	P0CG48	10994	7316	ILVBL	UBC	21890473:0004:LC|21139048:0004:LC
A2RRP1	P0CG48	51594	7316	NBAS	UBC	21906983:0004:LC|21139048:0004:LC
A2RTX5	P0CG48	123283	7316	TARSL2	UBC	21906983:0004:LC|21987572:0004:LC
A2RUS2	P0CG48	22898	7316	DENND3	UBC	21906983:0004:LC|21890473:0004:LC
A3KN83	P0CG48	55206	7316	SBNO1	UBC	21890473:0004:LC|21139048:0004:LC
A4D0P7	Q13415		4998	ORC5L	ORC1	15448696:0006:LC|17716973:0096:LC|15232106:0008:HT|22398447:0007:LC|15657099:0064:LC|15232106:0089:HT
A4D1F7	O14713		9270	CCM1	ITGB1BP1	11854171:0096:LC|11741838:0018:LC|11854171:0024:LC|11854171:0004:LC|11741838:0096:LC|15657099:0064:LC|11854171:0018:LC|11741838:0004:LC
A4D1F7	Q9BSQ5		83605	CCM1	CCM2	17657516:0007:LC|16037064:0007:LC|16037064:0055:LC
A4D1U5	P0CG48		7316	FLJ10842	UBC	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
A4FTV9	P0CG48	8330	7316	HIST1H2AK	UBC	19850743:0096:LC|22118674:0004:LC
A4FU51	P0CG48		7316	NARG1L	UBC	21906983:0004:LC|21139048:0004:LC
A5A3E0	P0CG48	728378	7316	POTEF	UBC	22178446:0004:LC|21906983:0004:LC|21139048:0004:LC
A5D8V6	P0CG48	55048	7316	VPS37C	UBC	23314748:0096:LC|21139048:0004:LC
A5D8V6	Q9UK41	55048	51160	VPS37C	VPS28	21757351:0004:LC|15509564:0096:LC
A5D8V7	O43463	115948	6839	CCDC151	SUV39H1	23455924:0018:HT|23455924:0007:HT|23455924:0004:HT
A5D8V7	O60341	115948	23028	CCDC151	KDM1A	23455924:0018:HT|23455924:0007:HT|23455924:0004:HT
A5PLN9	O43617	80006	27095	TRAPPC13	TRAPPC3	11805826:0676:LC|21453443:0007:LC|21453443:0004:LC
A5PLN9	P0CG48	80006	7316	TRAPPC13	UBC	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
A5YKK6	O75175	23019	4849	CNOT1	CNOT3	24121232:0114:LC|16778766:0493:LC|16778766:0004:LC|16778766:0006:LC|22939629:0401:LC
A5YKK6	P0CG48	23019	7316	CNOT1	UBC	21906983:0004:LC|21890473:0004:LC|16196087:0004:LC|22118674:0004:LC|21139048:0004:LC
A5YKK6	P26651	23019	7538	CNOT1	ZFP36	23644599:0065:LC|23644599:0096:LC|23644599:0114:LC
A5YKK6	Q8NDV7	23019	27327	CNOT1	TNRC6A	21981923:0007:LC|21984185:0004:LC|21981923:0006:LC|21984185:0096:LC
A5YKK6	Q96LI5	23019	246175	CNOT1	CNOT6L	17452450:0007:LC|17452450:0004:LC|22977175:0007:LC|21984185:0006:LC
A5YKK6	Q9HCJ0	23019	57690	CNOT1	TNRC6C	23463101:0007:LC|21981923:0007:LC|21984185:0007:LC|21984184:0004:LC|21984185:0096:LC
A5YKK6	Q9NZN8	23019	4848	CNOT1	CNOT2	24121232:0114:LC|16778766:0493:LC|16778766:0006:LC|10637334:0493:LC|16778766:0004:LC|10637334:0018:LC|11805826:0676:LC|16778766:0018:LC
A5YKK6	Q9UIV1	23019	29883	CNOT1	CNOT7	22977175:0007:LC|22977175:0096:LC|22977175:0071:LC|15657099:0064:LC|22977175:0114:LC|21278420:0007:LC
A5YKK6	Q9ULM6	23019	57472	CNOT1	CNOT6	22977175:0007:LC|17452450:0004:LC|15657099:0064:LC|17452450:0007:LC
A6NCE7	P0CG48	643246	7316	MAP1LC3B2	UBC	21890473:0004:LC|21139048:0004:LC
A6NDU8	P0CG48	285636	7316	C5ORF51	UBC	21890473:0004:LC|21139048:0004:LC
A6NED2	P0CG48	91433	7316	RCCD1	UBC	21906983:0004:LC|21890473:0004:LC|21987572:0004:LC|21139048:0004:LC
A6NHQ2	Q92731	345630	2100	FBLL1	ESR2	21182203:0004:HT|21182203:0029:HT
A6NHR9	P0CG48	23347	7316	SMCHD1	UBC	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
A6NHR9	P61956	23347	6613	SMCHD1	SUMO2	19394292:0096:LC|21252943:0004:LC|19471022:0004:LC|19394292:0004:LC|21693764:0004:LC
A6NHX0	P0CG48	729438	7316	GATSL2	UBC	21906983:0004:LC|21139048:0004:LC
A6NKT7	P0CG48	653489	7316	RGPD3	UBC	23314748:0096:LC|21906983:0004:LC|21890473:0004:LC
A6NLU0	A6NLU0	342931	342931	RFPL4A	RFPL4A	16364311:0096:LC|16364311:0114:LC
A7E2V4	P0CG48	23053	7316	ZSWIM8	UBC	21987572:0004:LC|21139048:0004:LC
A7E2Y1	P0CG48	57644	7316	MYH7B	UBC	20035047:0004:LC|21139048:0004:LC
A7E2Y1	Q8NB12	57644	150572	MYH7B	SMYD1	23455924:0018:HT|23455924:0007:HT|23455924:0004:HT
A7MCY6	P0CG48	9755	7316	TBKBP1	UBC	19820708:0004:LC|21906983:0004:LC
A7MCY6	Q13137	9755	10241	TBKBP1	CALCOCO2	19820708:0004:LC|21903422:0004:LC|21903422:0007:LC
A7MCY6	Q14164	9755	9641	TBKBP1	IKBKE	21903422:0007:LC|17568778:0006:LC|17568778:0007:LC|17568778:0004:LC|21903422:0004:LC|21931555:0729:LC
A7MCY6	Q9UHD2	9755	29110	TBKBP1	TBK1	17568778:0096:LC|14743216:0004:LC|21903422:0007:LC|14743216:0007:LC|17568778:0006:LC|23286385:0004:LC|17568778:0007:LC|14743216:0676:LC|17568778:0004:LC|15657099:0064:LC|21903422:0004:LC|21931555:0729:LC
A8K031	O95229		11130	KNTC2	ZWINT	16732327:0096:LC|20360068:0004:LC|16732327:0416:LC|16732327:0018:LC|16732327:0492:LC|16732327:0006:LC
A8K031	P0CG48		7316	KNTC2	UBC	21906983:0004:LC|21890473:0004:LC|21987572:0004:LC|21139048:0004:LC
A8K031	Q8NBT2		147841	KNTC2	SPC24	14699129:0004:LC|20360068:0004:LC
A8K031	Q9BZD4		83540	KNTC2	NUF2	17129783:0071:LC|20360068:0004:LC|14699129:0004:LC|15961401:0071:LC|15961401:0096:LC|14602875:0018:LC
A8K031	Q9H081		79003	KNTC2	MIS12	15502821:0493:LC|15502821:0492:LC|20360068:0004:LC|15502821:0004:LC|15371340:0004:LC
A8K031	Q9HBM1		57405	KNTC2	SPC25	14699129:0096:LC|20360068:0004:LC|14699129:0004:LC|14699129:0006:LC|14699129:0492:LC|14699129:0007:LC|14699129:0493:LC
A8K0Z3	Q12768	100287171	9897	WASH1	KIAA0196	20923837:0018:LC|20923837:0004:LC|22939629:0401:LC
A8K0Z3	Q2M389	100287171	23325	WASH1	KIAA1033	20923837:0018:LC|20923837:0004:LC|22939629:0401:LC
A8K147	P22455		2264	A8K147	FGFR4	10336501:0096:LC|10736564:0096:LC
A8K147	P22607		2261	A8K147	FGFR3	10574949:0096:LC|8576175:0096:LC
A8K1K8	P0CG48		7316	C18ORF55	UBC	21890473:0004:LC|21139048:0004:LC
A8K2I7	P0CG48		7316	A8K2I7	UBC	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
A8K2I7	P98164		4036	A8K2I7	LRP2	10827173:0096:LC|12508107:0018:LC|10827173:0018:LC|11912251:0096:LC
A8K2I7	Q9NPY3		22918	A8K2I7	CD93	15459234:0004:LC|15819698:0004:LC|15459234:0018:LC
A8K2I7	Q9UM54		4646	A8K2I7	MYO6	12857860:0004:LC|17353931:0004:LC
A8K2S7	P0CG48		7316	A8K2S7	UBC	21906983:0004:LC|21139048:0004:LC|22119785:0004:LC|21987572:0004:LC|21890473:0004:LC|16196087:0004:LC
A8K379	B7Z3D6			A8K379	B7Z3D6	8051175:0415:LC|8910336:0004:LC|8051175:0004:LC
A8K379	P0CG48		7316	A8K379	UBC	21906983:0004:LC|19930468:0004:LC|21139048:0004:LC|20534535:0004:LC|21890473:0004:LC|15190072:0004:LC
A8K379	P10721		3815	A8K379	KIT	9341198:0004:LC|9341198:0096:LC|11825908:0004:LC
A8K379	P16885		5336	A8K379	PLCG2	10981967:0004:LC|8395016:0004:LC|8395016:0096:LC
A8K379	P22681		867	A8K379	CBL	12244174:0004:LC|15190072:0004:LC|9160881:0018:LC
A8K379	P56945		9564	A8K379	BCAR1	9581808:0004:LC|9020138:0004:LC
A8K379	Q9HCN6		51206	A8K379	GP6	11943772:0004:LC|12594225:0004:LC|11943772:0096:LC
A8K3T2	B7Z2R3			A8K3T2	B7Z2R3	14512431:0096:LC|10026224:0096:LC|14512431:0004:LC|10575001:0096:LC
A8K3T2	P0CG48		7316	A8K3T2	UBC	19478092:0004:LC|21906983:0004:LC|21890473:0004:LC|20504882:0004:LC|21139048:0004:LC
A8K3T2	Q07157		7082	A8K3T2	TJP1	9792688:0096:LC|12169098:0004:LC
A8K3Z7	O60341		23028	A8K3Z7	KDM1A	12493763:0004:LC|16079794:0004:LC
A8K3Z7	P0CG48		7316	A8K3Z7	UBC	21906983:0004:LC|21890473:0004:LC|21987572:0004:LC|21139048:0004:LC
A8K5I0	O95817		9531	HEL-S-103	BAG3	10980614:0492:LC|10980614:0493:LC|10980614:0024:LC|11527400:0004:LC|10980614:0004:LC|15657099:0064:LC|9873016:0492:LC|9873016:0493:LC
A8K5I0	O95831		9131	HEL-S-103	AIFM1	12930708:0493:LC|12930708:0492:LC|11533664:0049:LC|11533664:0004:LC|12930708:0004:LC|11533664:0492:LC|15657099:0064:LC|11533664:0493:LC|11533664:0019:LC
A8K5I0	P0CG48		7316	HEL-S-103	UBC	20972266:0004:LC|20639865:0004:LC|21987572:0004:LC|16196087:0004:LC|21963094:0004:LC
A8K5I0	P61956		6613	HEL-S-103	SUMO2	19471022:0004:LC|19394292:0004:LC|21693764:0004:LC
A8K5I0	Q00613		3297	HEL-S-103	HSF1	9499401:0004:LC|9699716:0492:LC|1628823:0492:LC|15657099:0064:LC|9499401:0096:LC|9699716:0004:LC|21784850:0004:LC
A8K5I0	Q99933		573	HEL-S-103	BAG1	11231577:0047:LC|11231577:0492:LC|11101523:0493:LC|11101523:0492:LC|19229298:0006:LC|11231577:0018:LC|9305631:0493:LC|9305631:0492:LC|11741305:0493:LC|11231577:0004:LC|11741305:0492:LC
A8K5I0	Q9UNE7		10273	HEL-S-103	STUB1	16275660:0492:LC|10330192:0004:LC|15189447:0492:LC|16275660:0018:LC|15189447:0493:LC|10330192:0492:LC|10330192:0018:LC|10330192:0493:LC|10330192:0024:LC|16275660:0049:LC|15189447:0018:LC|16275660:0493:LC|15657099:0064:LC|10330192:0096:LC|16275660:0096:LC|12150907:0096:LC
A8K6K1	Q5VTR2		56254	A8K6K1	RNF20	22155569:0004:LC|21329877:0004:LC|21362549:0004:LC
A8K6K3	O43318		6885	MAP3K7IP1	MAP3K7	10838074:0024:LC|14743216:0007:LC|16845370:0007:LC|14743216:0024:LC|14743216:0676:LC|15657099:0064:LC|9878061:0018:LC
A8K6K3	Q9NYJ8		23118	MAP3K7IP1	TAB2	14743216:0007:LC|14743216:0676:LC|15657099:0064:LC|21988832:0018:HT|16845370:0006:LC
A8K6Q8	P0CG48		7316	A8K6Q8	UBC	21906983:0004:LC|21987572:0004:LC|18781797:0004:LC|21139048:0004:LC
A8K6Q8	P61956		6613	A8K6Q8	SUMO2	21252943:0004:LC|19471022:0004:LC|21693764:0004:LC
A8K6Q8	Q30201		3077	A8K6Q8	HFE	9465039:0004:LC|11027676:0096:LC
A8K8P3	Q99459	9814	988	SFI1	CDC5L	11101529:0004:LC|11101529:0401:LC|20467437:0006:LC
A8MT69	O15287	201254	2189	STRA13	FANCG	20347429:0004:LC|20347428:0004:LC
A8MT69	O15360	201254	2175	STRA13	FANCA	20347429:0004:LC|20347428:0004:LC|22705371:0004:LC
A8MT69	Q8IYD8	201254	57697	STRA13	FANCM	20347428:0096:LC|20347429:0004:LC|:0114:LC|20347428:0004:LC|20347428:0401:LC|22510687:0114:LC
A8MT69	Q8N2Z9	201254	378708	STRA13	APITD1	23886707:0826:LC|20347428:0018:LC|20347429:0004:LC|20347428:0096:LC|22304917:0071:LC|:0114:LC|23886707:0071:LC|20347428:0004:LC|22510687:0114:LC|24390579:0114:LC|20347429:0096:LC
A8MT69	Q9NW38	201254	55120	STRA13	FANCL	20347429:0004:LC|20347428:0004:LC
A8MXV4	P0CG48	390916	7316	NUDT19	UBC	21906983:0004:LC|21139048:0004:LC
A8YXX4	P0CG48		7316	PIG59	UBC	21906983:0004:LC|21963094:0004:LC|21139048:0004:LC|21987572:0004:LC|21890473:0004:LC|16196087:0004:LC
A9UF07	P62993		2885	BCR/ABL|FUSION	GRB2	19380743:0676:LC|19380743:0006:LC|8112292:0006:LC|8112292:0096:LC
A9UHW6	P56524	57409	9759	MIF4GD	HDAC4	21988832:0004:HT|21988832:0096:HT|21988832:0663:HT|21988832:0018:HT|21988832:0007:HT
B0I1T2	P0CG48	64005	7316	MYO1G	UBC	21906983:0004:LC|21890473:0004:LC
B0S7P4	P0CG48		7316	B0S7P4	UBC	16196087:0004:LC|21139048:0004:LC
B0UXD8	P0CG48		7316	HLA-DRA1	UBC	21906983:0004:LC|21059907:0004:LC
B0YJ76	P04637		7157	DYR	TP53	18451149:0096:LC|16738336:0007:LC
B0YJ76	P0CG48		7316	DYR	UBC	20639865:0004:LC|16196087:0004:LC
B2R4P9	B2R4R0	3020	8365	H3F3A	HIST1H4H	21724829:0004:LC|15657099:0064:LC|14718166:0004:LC
B2R4P9	O14929	3020	8520	H3F3A	HAT1	14718166:0004:LC|20504901:0004:LC
B2R4P9	P09874	3020	142	H3F3A	PARP1	17403666:0004:LC|20525793:0096:LC|20504901:0004:LC
B2R4P9	P45973	3020	23468	H3F3A	CBX5	17403666:0004:LC|19834512:0077:LC|19834512:0096:LC
B2R4P9	P46100	3020	546	H3F3A	ATRX	20110566:0004:LC|20504901:0004:LC|20651253:0004:LC
B2R4P9	P49321	3020	4678	H3F3A	NASP	14718166:0004:LC|20504901:0004:LC
B2R4P9	P54198	3020	7290	H3F3A	HIRA	20211137:0428:LC|15657099:0064:LC|14718166:0004:LC|22195966:0004:LC
B2R4P9	Q08945	3020	6749	H3F3A	SSRP1	17403666:0004:LC|21969370:0096:LC
B2R4P9	Q12830	3020	2186	H3F3A	BPTF	20953165:0096:LC|16728978:0096:LC|16728978:0114:LC
B2R4P9	Q13185	3020	11335	H3F3A	CBX3	17403666:0004:LC|22684280:0096:LC
B2R4P9	Q9NVP2	3020	55723	H3F3A	ASF1B	14718166:0004:LC|15664198:0019:LC|20504901:0004:LC|20651253:0004:LC
B2R4P9	Q9UER7	3020	1616	H3F3A	DAXX	20504901:0096:LC|20651253:0096:LC|20504901:0004:LC|20651253:0004:LC
B2R4P9	Q9Y294	3020	25842	H3F3A	ASF1A	14718166:0004:LC|15657099:0064:LC|20504901:0004:LC|15664198:0019:LC
B2R4P9	Q9Y5B9	3020	11198	H3F3A	SUPT16H	17403666:0004:LC|15616580:0004:LC
B2R4R0	O60264	8365	8467	HIST1H4H	SMARCA5	16917504:0096:LC|16917504:0006:LC|16917504:0493:LC|16917504:0004:LC|15657099:0064:LC|11691835:0004:LC
B2R4R0	O60885	8365	23476	HIST1H4H	BRD4	12840145:0686:LC|19766566:0055:LC|19766566:0004:LC|18500820:0096:LC
B2R4R0	O60907	8365	6907	HIST1H4H	TBL1X	12628926:0493:LC|12628926:0492:LC|15601853:0004:LC|12628926:0004:LC|12628926:0096:LC
B2R4R0	P06748	8365	4869	HIST1H4H	NPM1	20080577:0004:LC|16107701:0096:LC
B2R4R0	P0CG48	8365	7316	HIST1H4H	UBC	2843516:0096:LC|20972266:0004:LC|21987572:0004:LC|20639865:0004:LC|16196087:0004:LC|22118674:0004:LC
B2R4R0	P16104	8365	3014	HIST1H4H	H2AFX	20224553:0004:LC|16522924:0004:LC|18285460:0004:LC|15657099:0064:LC|20000738:0004:LC
B2R4R0	P27348	8365	10971	HIST1H4H	YWHAQ	15161933:0004:LC|20618440:0004:LC
B2R4R0	P35659	8365	7913	HIST1H4H	DEK	12140263:0004:LC|16696975:0004:LC
B2R4R0	P39687	8365	8125	HIST1H4H	ANP32A	15136563:0096:LC|11163245:0096:LC
B2R4R0	P45973	8365	23468	HIST1H4H	CBX5	15306854:0004:LC|11336697:0096:LC
B2R4R0	P54198	8365	7290	HIST1H4H	HIRA	21724829:0004:LC|9710638:0025:LC
B2R4R0	P62258	8365	7531	HIST1H4H	YWHAE	20462248:0007:LC|19766566:0004:LC
B2R4R0	P63104	8365	7534	HIST1H4H	YWHAZ	15161933:0096:LC|19766566:0004:LC
B2R4R0	P63165	8365	7341	HIST1H4H	SUMO1	21098080:0004:LC|21110914:0004:LC|19596686:0004:LC
B2R4R0	P68431	8365		HIST1H4H	HIST1H3A;|HIST1H3B;|HIST1H3C;|HIST1H3D;|HIST1H3E;|HIST1H3F;|HIST1H3G;|HIST1H3H;|HIST1H3I;|HIST1H3J	20498094:0071:LC|20498094:0038:LC|8598932:0096:LC|14578449:0096:LC|14718166:0004:LC|21724829:0004:LC|20739937:0826:LC|19766566:0004:LC|20080577:0004:LC
B2R4R0	Q09028	8365	5928	HIST1H4H	RBBP4	12628926:0493:LC|19862764:0004:LC|12628926:0492:LC|15657099:0064:LC|12628926:0004:LC
B2R4R0	Q09472	8365	2033	HIST1H4H	EP300	15136563:0096:LC|11884585:0415:LC|15834423:0004:LC|16415179:0415:LC|20368990:0415:LC|16287840:0415:LC|11689448:0415:LC|11691934:0415:LC|22100137:0415:LC|11163245:0415:LC|11830591:0415:LC|11689053:0415:LC|15834423:0096:LC
B2R4R0	Q13111	8365	10036	HIST1H4H	CHAF1A	21724829:0004:LC|22228774:0004:LC
B2R4R0	Q13185	8365	11335	HIST1H4H	CBX3	21888893:0004:LC|14578449:0096:LC
B2R4R0	Q15573	8365	9015	HIST1H4H	TAF1A	15136563:0096:LC|11163245:0096:LC
B2R4R0	Q16576	8365	5931	HIST1H4H	RBBP7	20953179:0004:LC|18571423:0114:LC|19862764:0004:LC|19862764:0676:LC|18571423:0096:LC|18571423:0107:LC
B2R4R0	Q16777	8365	8338	HIST1H4H	HIST2H2AC	22467210:0096:LC|8598932:0096:LC|14578449:0096:LC
B2R4R0	Q53T94	8365	9014	HIST1H4H	TAF1B	15136563:0096:LC|17179179:0004:LC
B2R4R0	Q9UER7	8365	1616	HIST1H4H	DAXX	21724829:0004:LC|19862764:0004:LC|12140263:0004:LC
B2R4R0	Q9Y294	8365	25842	HIST1H4H	ASF1A	15664198:0004:LC|10759893:0018:LC|21724829:0004:LC|10759893:0492:LC|22407294:0004:LC|19862764:0004:LC|15664198:0492:LC|20393127:0096:LC
B2R4R0	Q9Y468	8365	26013	HIST1H4H	L3MBTL1	18026117:0114:LC|17540172:0492:LC|16415788:0096:LC|17540172:0096:LC
B2R4R0	Q9Y618	8365	9612	HIST1H4H	NCOR2	12840002:0004:LC|12840002:0096:LC|15832170:0096:LC
B2R4W8	P0CG48		7316	B2R4W8	UBC	21906983:0004:LC|21890473:0004:LC|21987572:0004:LC|18781797:0004:LC|21139048:0004:LC
B2R4W8	P40337		7428	B2R4W8	VHL	21942715:0004:LC|22234250:0004:LC
