Uniprot_A	Uniprot_B	Alt_A	Alt_B	Gene_A	Gene_B	pmid:method:quality
P0CG48	P62266	7316	6228	UBC	RPS23	21906983:0004:LC|21890473:0004:LC|21987572:0004:LC|18781797:0004:LC|21139048:0004:LC
P0CG48	P62269	7316	6222	UBC	RPS18	21906983:0004:LC|21139048:0004:LC|19850743:0096:LC|21987572:0004:LC|21890473:0004:LC|22178446:0004:LC|16196087:0004:LC
P0CG48	P62273	7316	6235	UBC	RPS29	21906983:0004:LC|16196087:0004:LC|21890473:0004:LC
P0CG48	P62277	7316	6207	UBC	RPS13	21906983:0004:LC|21890473:0004:LC|20639865:0004:LC|16196087:0004:LC|21139048:0004:LC
P0CG48	P62280	7316	6205	UBC	RPS11	21906983:0004:LC|21139048:0004:LC|21987572:0004:LC|19850743:0096:LC|21890473:0004:LC|16196087:0004:LC
P0CG48	P62304	7316	6635	UBC	SNRPE	21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|20972266:0004:LC|21890473:0004:LC|22178446:0004:LC
P0CG48	P62306	7316	6636	UBC	SNRPF	21906983:0004:LC|21890473:0004:LC|18781797:0004:LC|21139048:0004:LC
P0CG48	P62308	7316	6637	UBC	SNRPG	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P62314	7316	6632	UBC	SNRPD1	16196087:0004:LC|21139048:0004:LC
P0CG48	P62316	7316	6633	UBC	SNRPD2	21906983:0004:LC|21890473:0004:LC|16196087:0004:LC|21139048:0004:LC
P0CG48	P62318	7316	6634	UBC	SNRPD3	16196087:0004:LC|21906983:0004:LC|18781797:0004:LC|21139048:0004:LC
P0CG48	P62328	7316	7114	UBC	TMSB4X	21906983:0004:LC|21890473:0004:LC
P0CG48	P62330	7316	382	UBC	ARF6	18094045:0004:LC|20848231:0096:LC|21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P62333	7316	5706	UBC	PSMC6	22108332:0004:LC|21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|21987572:0004:LC|16335966:0004:LC|21890473:0004:LC|16196087:0004:LC|22118674:0004:LC
P0CG48	P62424	7316	6130	UBC	RPL7A	21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|20972266:0004:LC|21963094:0004:LC|21987572:0004:LC|21890473:0004:LC|22178446:0004:LC|20639865:0004:LC|16196087:0004:LC
P0CG48	P62487	7316	5436	UBC	POLR2G	21906983:0004:LC|21890473:0004:LC|21987572:0004:LC|21139048:0004:LC
P0CG48	P62495	7316	2107	UBC	ETF1	21906983:0004:LC|21890473:0004:LC|18781797:0004:LC|21139048:0004:LC
P0CG48	P62699	7316	51646	UBC	YPEL5	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P62701	7316	6191	UBC	RPS4X	21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|19850743:0096:LC|21987572:0004:LC|21890473:0004:LC|22178446:0004:LC|16196087:0004:LC
P0CG48	P62714	7316	5516	UBC	PPP2CB	21139048:0004:LC|21906983:0004:LC|21890473:0004:LC|18781797:0004:LC|21963094:0004:LC
P0CG48	P62736	7316	59	UBC	ACTA2	21906983:0004:LC|20639865:0004:LC|18781797:0004:LC|21963094:0004:LC
P0CG48	P62745	7316	388	UBC	RHOB	21987572:0004:LC|16196087:0004:LC|21139048:0004:LC
P0CG48	P62750	7316	6147	UBC	RPL23A	21906983:0004:LC|21139048:0004:LC|21890473:0004:LC|22178446:0004:LC|20639865:0004:LC|16196087:0004:LC
P0CG48	P62753	7316	6194	UBC	RPS6	21906983:0004:LC|21139048:0004:LC|21987572:0004:LC|21890473:0004:LC|22178446:0004:LC|16196087:0004:LC
P0CG48	P62826	7316	5901	UBC	RAN	21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|20972266:0004:LC|21963094:0004:LC|21890473:0004:LC|22178446:0004:LC|20639865:0004:LC|16196087:0004:LC
P0CG48	P62829	7316	9349	UBC	RPL23	21906983:0004:LC|21139048:0004:LC|20972266:0004:LC|21987572:0004:LC|21890473:0004:LC|16196087:0004:LC
P0CG48	P62834	7316	5906	UBC	RAP1A	21906983:0004:LC|21139048:0004:LC
P0CG48	P62837	7316	7322	UBC	UBE2D2	22325355:0114:LC|22496338:0415:LC|12524449:0096:LC|20064473:0114:LC|21139048:0004:LC|22902369:0114:LC|18264111:0004:LC|20152160:0114:LC|22325355:0415:LC|23955022:0114:LC|21906983:0004:LC|23851457:0114:LC|21890473:0004:LC
P0CG48	P62841	7316	6209	UBC	RPS15	21890473:0004:LC|19850743:0096:LC|16196087:0004:LC|21139048:0004:LC
P0CG48	P62847	7316	6229	UBC	RPS24	21906983:0004:LC|16196087:0004:LC|21890473:0004:LC
P0CG48	P62851	7316	6230	UBC	RPS25	22178446:0004:LC|21906983:0004:LC|21890473:0004:LC|16196087:0004:LC|21139048:0004:LC
P0CG48	P62854	7316	6231	UBC	RPS26	22178446:0004:LC|21906983:0004:LC|19850743:0096:LC|18781797:0004:LC|21139048:0004:LC
P0CG48	P62873	7316	2782	UBC	GNB1	21906983:0004:LC|21890473:0004:LC|21987572:0004:LC|21139048:0004:LC
P0CG48	P62875	7316	5441	UBC	POLR2L	21906983:0004:LC|21139048:0004:LC
P0CG48	P62877	7316	9978	UBC	RBX1	21890473:0004:LC|22118674:0004:LC|12565873:0004:LC|21139048:0004:LC
P0CG48	P62879	7316	2783	UBC	GNB2	21906983:0004:LC|21139048:0004:LC|21987572:0004:LC|21890473:0004:LC|22178446:0004:LC|16196087:0004:LC
P0CG48	P62888	7316	6156	UBC	RPL30	21906983:0004:LC|21963094:0004:LC|21139048:0004:LC|21987572:0004:LC|21890473:0004:LC|16196087:0004:LC
P0CG48	P62899	7316	6160	UBC	RPL31	21906983:0004:LC|21890473:0004:LC|16196087:0004:LC|21139048:0004:LC
P0CG48	P62906	7316	4736	UBC	RPL10A	21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|21890473:0004:LC|16196087:0004:LC|22118674:0004:LC
P0CG48	P62910	7316	6161	UBC	RPL32	21890473:0004:LC|16196087:0004:LC|21139048:0004:LC
P0CG48	P62913	7316	6135	UBC	RPL11	21906983:0004:LC|21139048:0004:LC|20972266:0004:LC|21987572:0004:LC|21890473:0004:LC|22178446:0004:LC|20639865:0004:LC
P0CG48	P62917	7316	6132	UBC	RPL8	21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|21987572:0004:LC|21890473:0004:LC|16196087:0004:LC
P0CG48	P62937	7316	5478	UBC	PPIA	21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|20972266:0004:LC|21963094:0004:LC|21987572:0004:LC|21890473:0004:LC|22178446:0004:LC|16196087:0004:LC
P0CG48	P62942	7316	2280	UBC	FKBP1A	21890473:0004:LC|21139048:0004:LC
P0CG48	P62987	7316	7311	UBC	UBA52	21906983:0004:LC|21890473:0004:LC
P0CG48	P62993	7316	2885	UBC	GRB2	20936779:0398:HT|21906983:0004:LC|12577067:0096:LC|21139048:0004:LC|21963094:0004:LC|19850743:0096:LC|20936779:0018:HT|21890473:0004:LC
P0CG48	P62995	7316	6434	UBC	TRA2B	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P63000	7316	5879	UBC	RAC1	20936779:0398:HT|21906983:0004:LC|21139048:0004:LC|21963094:0004:LC|18093184:0004:LC|20936779:0018:HT|20460433:0096:LC|20935639:0004:LC|21890473:0004:LC|20639865:0004:LC|20460433:0004:LC
P0CG48	P63010	7316	163	UBC	AP2B1	21906983:0004:LC|21890473:0004:LC|18781797:0004:LC|21139048:0004:LC
P0CG48	P63027	7316	6844	UBC	VAMP2	21906983:0004:LC|21139048:0004:LC
P0CG48	P63096	7316	2770	UBC	GNAI1	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P63146	7316	7320	UBC	UBE2B	21965653:0096:LC|21139048:0004:LC|10388568:0077:LC|12524449:0096:LC|17550899:0004:LC
P0CG48	P63151	7316	5520	UBC	PPP2R2A	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P63165	7316	7341	UBC	SUMO1	21906983:0004:LC|19596686:0004:LC|21139048:0004:LC|21987572:0004:LC|24637324:0004:LC|21890473:0004:LC|21098080:0004:LC|18781797:0004:LC
P0CG48	P63167	7316	8655	UBC	DYNLL1	21906983:0004:LC|21890473:0004:LC|18781797:0004:LC|21139048:0004:LC
P0CG48	P63172	7316	6993	UBC	DYNLT1	21906983:0004:LC|21890473:0004:LC|16196087:0004:LC|22118674:0004:LC|21139048:0004:LC
P0CG48	P63173	7316	6169	UBC	RPL38	20972266:0004:LC|21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P63208	7316	6500	UBC	SKP1	21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|17550899:0004:LC|21890473:0004:LC|16196087:0004:LC
P0CG48	P63218	7316	2787	UBC	GNG5	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P63220	7316	6227	UBC	RPS21	21906983:0004:LC|21890473:0004:LC|21987572:0004:LC|21139048:0004:LC
P0CG48	P63241	7316	1984	UBC	EIF5A	21906983:0004:LC|21890473:0004:LC|20639865:0004:LC|18781797:0004:LC|21139048:0004:LC
P0CG48	P63261	7316	71	UBC	ACTG1	21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|20972266:0004:LC|21890473:0004:LC|22536838:0004:LC|22178446:0004:LC
P0CG48	P63267	7316	72	UBC	ACTG2	21906983:0004:LC|18781797:0004:LC
P0CG48	P63272	7316	6827	UBC	SUPT4H1	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P63279	7316	7329	UBC	UBE2I	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P63313	7316	9168	UBC	TMSB10	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P63316	7316	7134	UBC	TNNC1	15601779:0004:LC|21139048:0004:LC
P0CG48	P67775	7316	5515	UBC	PPP2CA	19818709:0004:LC|21906983:0004:LC|21139048:0004:LC|21454489:0004:LC|21963094:0004:LC|21987572:0004:LC|21890473:0004:LC|20639865:0004:LC
P0CG48	P67809	7316	4904	UBC	YBX1	16797541:0007:LC|21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|20972266:0004:LC|16797541:0004:LC|21987572:0004:LC|21890473:0004:LC|21963094:0004:LC|16196087:0004:LC|22118674:0004:LC
P0CG48	P67812	7316	23478	UBC	SEC11A	21906983:0004:LC|21890473:0004:LC|18781797:0004:LC|21139048:0004:LC
P0CG48	P67870	7316	1460	UBC	CSNK2B	21139048:0004:LC|21890473:0004:LC|21963094:0004:LC
P0CG48	P67936	7316	7171	UBC	TPM4	21906983:0004:LC|21890473:0004:LC|18781797:0004:LC|21139048:0004:LC
P0CG48	P68032	7316	70	UBC	ACTC1	16196087:0004:LC|21906983:0004:LC|20639865:0004:LC|18781797:0004:LC|21890473:0004:LC
P0CG48	P68036	7316	7332	UBC	UBE2L3	12938929:0096:LC|21906983:0004:LC|21139048:0004:LC|9628897:0096:LC|17550899:0004:LC|19850743:0096:LC|15852347:0004:LC|21890473:0004:LC|21963094:0004:LC|20639865:0004:LC
P0CG48	P68104	7316	1915	UBC	EEF1A1	22108332:0004:LC|21906983:0004:LC|21139048:0004:LC|20972266:0004:LC|18459963:0004:LC|17332776:0004:LC|21987572:0004:LC|15852347:0004:LC|16335966:0004:LC|21890473:0004:LC|22178446:0004:LC|20639865:0004:LC|16196087:0004:LC|22118674:0004:LC
P0CG48	P68133	7316	58	UBC	ACTA1	21906983:0004:LC|21987572:0004:LC|18781797:0004:LC|21139048:0004:LC
P0CG48	P68363	7316	10376	UBC	TUBA1B	22108332:0004:LC|20972266:0004:LC|21906983:0004:LC|18781797:0004:LC|21890473:0004:LC
P0CG48	P68366	7316	7277	UBC	TUBA4A	21906983:0004:LC|21139048:0004:LC|20972266:0004:LC|21987572:0004:LC|19850743:0096:LC|21890473:0004:LC
P0CG48	P68371	7316	10383	UBC	TUBB4B	22108332:0004:LC|21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|20972266:0004:LC|21963094:0004:LC|21987572:0004:LC|21890473:0004:LC|20639865:0004:LC|16196087:0004:LC
P0CG48	P68400	7316	1457	UBC	CSNK2A1	21906983:0004:LC|21139048:0004:LC|15852347:0004:LC|21890473:0004:LC|20639865:0004:LC|16196087:0004:LC
P0CG48	P68402	7316	5049	UBC	PAFAH1B2	21890473:0004:LC|20639865:0004:LC|21139048:0004:LC
P0CG48	P68431	7316		UBC	HIST1H3A;|HIST1H3B;|HIST1H3C;|HIST1H3D;|HIST1H3E;|HIST1H3F;|HIST1H3G;|HIST1H3H;|HIST1H3I;|HIST1H3J	21987572:0004:LC|22118674:0004:LC|21256161:0096:LC
P0CG48	P68543	7316	165324	UBC	UBXN2A	21890473:0004:LC|21139048:0004:LC
P0CG48	P68871	7316	3043	UBC	HBB	16196087:0004:LC|21139048:0004:LC
P0CG48	P69849	7316	408050	UBC	NOMO3	21987572:0004:LC|18781797:0004:LC
P0CG48	P78310	7316	1525	UBC	CXADR	21906983:0004:LC|21139048:0004:LC
P0CG48	P78316	7316	8602	UBC	NOP14	21906983:0004:LC|21890473:0004:LC
P0CG48	P78318	7316	3476	UBC	IGBP1	21906983:0004:LC|20092282:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P78324	7316	140885	UBC	SIRPA	21906983:0004:LC|21890473:0004:LC
P0CG48	P78330	7316	5723	UBC	PSPH	21906983:0004:LC|21139048:0004:LC
P0CG48	P78346	7316	10556	UBC	RPP30	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P78356	7316	8396	UBC	PIP4K2B	21906983:0004:LC|21139048:0004:LC
P0CG48	P78371	7316	10576	UBC	CCT2	21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|21987572:0004:LC|16335966:0004:LC|21890473:0004:LC|20639865:0004:LC|16196087:0004:LC
P0CG48	P78395	7316	23532	UBC	PRAME	21906983:0004:LC|21822215:0415:LC|21139048:0004:LC
P0CG48	P78406	7316	8480	UBC	RAE1	21906983:0004:LC|21890473:0004:LC|16196087:0004:LC|22118674:0004:LC|21139048:0004:LC
P0CG48	P78417	7316	9446	UBC	GSTO1	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P78504	7316	182	UBC	JAG1	21906983:0004:LC|18077452:0004:LC|20720151:0004:LC|21890473:0004:LC
P0CG48	P78527	7316	5591	UBC	PRKDC	21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|21963094:0004:LC|21987572:0004:LC|16335966:0004:LC|21890473:0004:LC|16196087:0004:LC
P0CG48	P78536	7316	6868	UBC	ADAM17	21906983:0004:LC|21890473:0004:LC
P0CG48	P78537	7316	2647	UBC	BLOC1S1	21906983:0004:LC|21890473:0004:LC
P0CG48	P78542	7316		UBC	HK1-TB	21906983:0004:LC|21890473:0004:LC|18781797:0004:LC|21139048:0004:LC
P0CG48	P78549	7316	4913	UBC	NTHL1	21906983:0004:LC|21139048:0004:LC
P0CG48	P78552	7316	3597	UBC	IL13RA1	21890473:0004:LC|21139048:0004:LC
P0CG48	P80217	7316	3430	UBC	IFI35	21906983:0004:LC|21139048:0004:LC
P0CG48	P80303	7316	4925	UBC	NUCB2	21890473:0004:LC|21139048:0004:LC
P0CG48	P80723	7316	10409	UBC	BASP1	21987572:0004:LC|18781797:0004:LC|21139048:0004:LC
P0CG48	P81605	7316	117159	UBC	DCD	18781797:0004:LC|16196087:0004:LC|21139048:0004:LC
P0CG48	P82650	7316	56945	UBC	MRPS22	21906983:0004:LC|21890473:0004:LC|16196087:0004:LC|21139048:0004:LC
P0CG48	P82673	7316	60488	UBC	MRPS35	16196087:0004:LC|21139048:0004:LC
P0CG48	P82909	7316	92259	UBC	MRPS36	21890473:0004:LC|21139048:0004:LC
P0CG48	P82912	7316	64963	UBC	MRPS11	21890473:0004:LC|21139048:0004:LC
P0CG48	P82914	7316	64960	UBC	MRPS15	21906983:0004:LC|21139048:0004:LC
P0CG48	P82930	7316	65993	UBC	MRPS34	21890473:0004:LC|21139048:0004:LC
P0CG48	P82933	7316	64965	UBC	MRPS9	21906983:0004:LC|21890473:0004:LC|20639865:0004:LC|21139048:0004:LC
P0CG48	P82979	7316	84324	UBC	SARNP	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P83436	7316	91949	UBC	COG7	21906983:0004:LC|21139048:0004:LC
P0CG48	P83731	7316	6152	UBC	RPL24	21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|20972266:0004:LC|19850743:0096:LC|22178446:0004:LC|20639865:0004:LC|16196087:0004:LC
P0CG48	P83916	7316	10951	UBC	CBX1	22178446:0004:LC|21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P84022	7316	4088	UBC	SMAD3	21258410:0004:LC|18495657:0004:LC|22195013:0004:LC|21139048:0004:LC|21947082:0004:LC|16285943:0004:LC|15496141:0004:LC|22045334:0007:LC|16247473:0004:LC|15781469:0004:LC|10587642:0004:LC|19620243:0004:LC|11359933:0004:LC|18172167:0004:LC
P0CG48	P84077	7316	375	UBC	ARF1	21906983:0004:LC|18781797:0004:LC|21963094:0004:LC|21139048:0004:LC|21890473:0004:LC|16196087:0004:LC
P0CG48	P84085	7316	381	UBC	ARF5	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P84090	7316	2079	UBC	ERH	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P84095	7316	391	UBC	RHOG	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P84098	7316	6143	UBC	RPL19	21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|19850743:0096:LC|21963094:0004:LC|21987572:0004:LC|21890473:0004:LC|16196087:0004:LC
P0CG48	P84157	7316	439921	UBC	MXRA7	21906983:0004:LC|21139048:0004:LC
P0CG48	P98082	7316	1601	UBC	DAB2	21139048:0004:LC|21987572:0004:LC|21963094:0004:LC
P0CG48	P98155	7316	7436	UBC	VLDLR	20427281:0004:LC|21987572:0004:LC|21890473:0004:LC
P0CG48	P98170	7316	331	UBC	XIAP	22072751:0004:LC|20171186:0004:LC|21890473:0004:LC|18931663:0096:LC|23259674:0096:LC|21139048:0004:LC|20972266:0004:LC|21255191:0004:LC|22194841:0114:LC|17318174:0096:LC|21185211:0004:LC|17318174:0007:LC|21906983:0004:LC|17318174:0006:LC|18570872:0004:LC|12525502:0004:LC|15078891:0004:LC|22584050:0004:LC|14645242:0004:LC|14523016:0004:LC
P0CG48	P98171	7316	393	UBC	ARHGAP4	21906983:0004:LC|21890473:0004:LC
P0CG48	P98172	7316	1947	UBC	EFNB1	21906983:0004:LC|21139048:0004:LC
P0CG48	P98177	7316	4303	UBC	FOXO4	16964248:0004:LC|21525355:0004:LC|21536589:0004:LC|20874444:0004:LC
P0CG48	P98179	7316	5935	UBC	RBM3	16196087:0004:LC|21139048:0004:LC
P0CG48	P98194	7316	27032	UBC	ATP2C1	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	P99999	7316	54205	UBC	CYCS	20972266:0004:LC|21906983:0004:LC|21890473:0004:LC|16196087:0004:LC|21139048:0004:LC
P0CG48	Q00059	7316	7019	UBC	TFAM	20972266:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	Q00169	7316	5306	UBC	PITPNA	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	Q00325	7316	5250	UBC	SLC25A3	21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|21987572:0004:LC|21890473:0004:LC|22178446:0004:LC|16196087:0004:LC
P0CG48	Q00341	7316	3069	UBC	HDLBP	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	Q00403	7316	2959	UBC	GTF2B	21906983:0004:LC|21890473:0004:LC|19393171:0004:LC|21139048:0004:LC
P0CG48	Q00526	7316	1018	UBC	CDK3	22654103:0004:LC|21906983:0004:LC|21139048:0004:LC
P0CG48	Q00534	7316	1021	UBC	CDK6	21906983:0004:LC|22654103:0004:LC|21890473:0004:LC|17623298:0401:LC|21139048:0004:LC
P0CG48	Q00535	7316	1020	UBC	CDK5	22654103:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	Q00536	7316	5127	UBC	CDK16	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	Q00537	7316	5128	UBC	CDK17	21906983:0004:LC|21987572:0004:LC|21890473:0004:LC
P0CG48	Q00577	7316	5813	UBC	PURA	21890473:0004:LC|16196087:0004:LC|21139048:0004:LC
P0CG48	Q00587	7316	11135	UBC	CDC42EP1	21890473:0004:LC|21139048:0004:LC
P0CG48	Q00610	7316	1213	UBC	CLTC	22108332:0004:LC|21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|21987572:0004:LC|21890473:0004:LC|22536838:0004:LC|22178446:0004:LC|16196087:0004:LC
P0CG48	Q00653	7316	4791	UBC	NFKB2	14743216:0007:LC|18617892:0006:LC
P0CG48	Q00688	7316	2287	UBC	FKBP3	21890473:0004:LC|21139048:0004:LC
P0CG48	Q00765	7316	7905	UBC	REEP5	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	Q00796	7316	6652	UBC	SORD	21906983:0004:LC|18781797:0004:LC|21139048:0004:LC
P0CG48	Q00839	7316	3192	UBC	HNRNPU	12938929:0096:LC|21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|21963094:0004:LC|21987572:0004:LC|21890473:0004:LC|20639865:0004:LC|16196087:0004:LC
P0CG48	Q00987	7316	4193	UBC	MDM2	21333377:0004:LC|16845383:0004:LC|22525275:0004:LC|20479273:0004:LC|17170710:0415:LC|16227609:0004:LC|17936559:0004:LC|19619542:0096:LC|19683495:0004:LC|18566590:0096:LC|12145204:0096:LC|11606419:0004:LC|21906983:0004:LC|20542919:0004:LC|24143256:0415:LC|15314155:0004:LC|12145204:0004:LC|17290220:0004:LC|17353187:0004:LC|21132010:0004:LC|19166840:0096:LC|22672907:0004:LC|9450543:0096:LC|16023600:0096:LC|21930127:0004:LC|22103682:0004:LC|21316347:0004:LC|18566590:0006:LC|20333547:0004:LC|20598683:0004:LC|21285945:0004:LC|19838211:0004:LC|17290220:0096:LC|19098711:0007:LC|14580339:0004:LC|18583933:0004:LC|19477214:0004:LC|17170710:0004:LC|15632057:0004:LC|15273720:0004:LC|19369353:0004:LC|20395212:0004:LC|18566590:0004:LC|22659184:0004:LC|12167711:0004:LC|16479015:0004:LC|20657550:0004:LC|21890473:0004:LC|18382127:0004:LC|17879958:0004:LC
P0CG48	Q01081	7316	7307	UBC	U2AF1	22178446:0004:LC|21890473:0004:LC|22118674:0004:LC|21139048:0004:LC
P0CG48	Q01082	7316	6711	UBC	SPTBN1	21890473:0004:LC|22108332:0004:LC|21906983:0004:LC|16247473:0004:LC|21139048:0004:LC
P0CG48	Q01085	7316	7073	UBC	TIAL1	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	Q01094	7316	1869	UBC	E2F1	11245432:0004:LC|16924238:0004:LC|15917652:0004:LC|15494392:0004:LC|12097298:0004:LC|17630509:0004:LC|16170383:0004:LC|18367454:0004:LC|22580462:0004:LC
P0CG48	Q01105	7316	6418	UBC	SET	21906983:0004:LC|18781797:0004:LC|21963094:0004:LC|21139048:0004:LC|21987572:0004:LC|21890473:0004:LC
P0CG48	Q01196	7316	861	UBC	RUNX1	19524548:0004:LC|21890473:0004:LC|16046550:0004:LC|21139048:0004:LC
P0CG48	Q01201	7316	5971	UBC	RELB	14743216:0007:LC|21139048:0004:LC|17183367:0004:LC
P0CG48	Q01415	7316	2585	UBC	GALK2	21906983:0004:LC|21890473:0004:LC
P0CG48	Q01433	7316	271	UBC	AMPD2	21906983:0004:LC|21139048:0004:LC
P0CG48	Q01469	7316	2171	UBC	FABP5	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	Q01484	7316	287	UBC	ANK2	21890473:0004:LC|21139048:0004:LC
P0CG48	Q01518	7316	10487	UBC	CAP1	21890473:0004:LC|21139048:0004:LC
P0CG48	Q01581	7316	3157	UBC	HMGCS1	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	Q01628	7316	10410	UBC	IFITM3	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	Q01629	7316	10581	UBC	IFITM2	21906983:0004:LC|21987572:0004:LC|21139048:0004:LC
P0CG48	Q01650	7316	8140	UBC	SLC7A5	21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|20972266:0004:LC|21987572:0004:LC|21890473:0004:LC|16196087:0004:LC
P0CG48	Q01664	7316	7023	UBC	TFAP4	21890473:0004:LC|21139048:0004:LC
P0CG48	Q01726	7316	4157	UBC	MC1R	21906983:0004:LC|21890473:0004:LC
P0CG48	Q01780	7316	5394	UBC	EXOSC10	21906983:0004:LC|21987572:0004:LC|21139048:0004:LC
P0CG48	Q01804	7316	54726	UBC	OTUD4	21906983:0004:LC|21139048:0004:LC|22118674:0004:LC|23827681:0415:LC
P0CG48	Q01813	7316	5214	UBC	PFKP	21906983:0004:LC|21890473:0004:LC|18781797:0004:LC|16335966:0004:LC|21139048:0004:LC
P0CG48	Q01831	7316	7508	UBC	XPC	21906983:0004:LC|21139048:0004:LC|17550899:0004:LC|21987572:0004:LC|15882621:0004:LC|21890473:0004:LC|21963094:0004:LC
P0CG48	Q01844	7316	2130	UBC	EWSR1	21906983:0004:LC|21890473:0004:LC|21987572:0004:LC|16335966:0004:LC|21139048:0004:LC
P0CG48	Q01860	7316	5460	UBC	POU5F1	19274063:0096:LC|15047715:0004:LC|17013377:0004:LC|19274063:0004:LC
P0CG48	Q01955	7316	1285	UBC	COL4A3	17370265:0004:LC|22118674:0004:LC
P0CG48	Q01959	7316	6531	UBC	SLC6A3	16885233:0004:LC|15492001:0004:LC
P0CG48	Q01970	7316	5331	UBC	PLCB3	21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	Q01974	7316	4920	UBC	ROR2	21890473:0004:LC|21139048:0004:LC
P0CG48	Q02078	7316	4205	UBC	MEF2A	21906983:0004:LC|21890473:0004:LC
P0CG48	Q02218	7316	4967	UBC	OGDH	21890473:0004:LC|18781797:0004:LC|21139048:0004:LC
P0CG48	Q02224	7316	1062	UBC	CENPE	12938929:0096:LC|23314748:0096:LC|17370265:0004:LC|16196087:0004:LC|21139048:0004:LC
P0CG48	Q02241	7316	9493	UBC	KIF23	18329369:0004:LC|21906983:0004:LC|21890473:0004:LC|21139048:0004:LC
P0CG48	Q02246	7316	6900	UBC	CNTN2	17942533:0004:LC|17986383:0096:LC|17891179:0004:LC|16424386:0004:LC|19609363:0004:LC
P0CG48	Q02363	7316	3398	UBC	ID2	20972266:0004:LC|21925315:0004:LC
P0CG48	Q02413	7316	1828	UBC	DSG1	19850743:0096:LC|21139048:0004:LC
P0CG48	Q02487	7316	1824	UBC	DSC2	21890473:0004:LC|21139048:0004:LC
P0CG48	Q02535	7316	3399	UBC	ID3	15451666:0004:LC|21987572:0004:LC
P0CG48	Q02539	7316	3024	UBC	HIST1H1A	22178446:0004:LC|21906983:0004:LC|20639865:0004:LC|21139048:0004:LC
P0CG48	Q02543	7316	6142	UBC	RPL18A	21906983:0004:LC|18781797:0004:LC|21139048:0004:LC|21890473:0004:LC|22178446:0004:LC|16196087:0004:LC
P0CG48	Q02556	7316	3394	UBC	IRF8	19201866:0004:LC|17579016:0004:LC|21890473:0004:LC
P0CG48	Q02641	7316	782	UBC	CACNB1	19953087:0004:HT|21906983:0004:LC
