Uniprot_A	Uniprot_B	Alt_A	Alt_B	Gene_A	Gene_B	pmid:method:quality
O60941	Q6A162	1838	125115	DTNB	KRT40	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O60941	Q8N6Y0	1838	83878	DTNB	USHBP1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O60941	Q8ND30	1838	8495	DTNB	PPFIBP2	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
O60941	Q96A04	1838	128229	DTNB	TSACC	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
O60941	Q96C00	1838	221504	DTNB	ZBTB9	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O60941	Q96EV8	1838	84062	DTNB	DTNBP1	25416956:0397:HT|25416956:1112:HT|11316798:0493:LC|25416956:0018:HT|11316798:0492:LC|11316798:0018:LC|25416956:1356:HT
O60941	Q96MT8	1838	80254	DTNB	CEP63	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|21516116:0018:HT|25416956:1356:HT
O60941	Q9BUH8	1838	57596	DTNB	BEGAIN	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
O60941	Q9BXG8	1838	84654	DTNB	SPZ1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O60941	Q9GZM8	1838	81565	DTNB	NDEL1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O60941	Q9NP66	1838	10363	DTNB	HMG20A	16189514:0398:HT|20530487:0096:LC|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT|20530487:0004:LC|15657099:0064:LC
O60941	Q9NRG1	1838	56952	DTNB	PRTFDC1	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
O60941	Q9NY99	1838	54221	DTNB	SNTG2	10747910:0018:LC|10747910:0493:LC|25416956:0231:HT|10747910:0492:LC
O60941	Q9NYB9	1838	10152	DTNB	ABI2	25416956:1356:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|15657099:0064:LC
O60941	Q9P2A4	1838	51225	DTNB	ABI3	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O60941	Q9UJY5	1838	26088	DTNB	GGA1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:0231:HT|25416956:1356:HT
O60941	V9HW80	1838		DTNB	HEL-S-70	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75030	P52790	4286	3101	MITF	HK3	21988832:0397:HT|21988832:0018:HT
O75030	Q15125	4286	10682	MITF	EBP	21988832:0397:HT|21988832:0018:HT
O75030	Q9UNE7	4286	10273	MITF	STUB1	21988832:0397:HT|21988832:0018:HT
O75031	Q6P1J9	11077	79577	HSF2BP	CDC73	21900206:0018:HT
O75031	Q9HAU5	11077	26019	HSF2BP	UPF2	15231747:0018:HT
O75037	P04183	23046	7083	KIF21B	TK1	21900206:0018:HT
O75044	Q9NRI5	23380	27185	SRGAP2	DISC1	17043677:0018:HT
O75044	Q9NV70	23380	55763	SRGAP2	EXOC1	17043677:0018:HT
O75051	Q14157	5362	9898	PLXNA2	UBAP2L	12421765:0018:HT|15657099:0064:LC
O75051	Q8IY37	5362	57647	PLXNA2	DHX37	12421765:0018:HT
O75051	Q8IYU2	5362	57531	PLXNA2	HACE1	12421765:0018:HT
O75051	Q8N3X1	5362	23360	PLXNA2	FNBP4	12421765:0018:HT|15657099:0064:LC
O75051	Q8WUJ3	5362	57214	PLXNA2	CEMIP	12421765:0018:HT
O75051	Q9P2H3	5362	57560	PLXNA2	IFT80	12421765:0018:HT|15657099:0064:LC
O75052	Q8N9E0	9722	286499	NOS1AP	FAM133A	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75052	Q9BUZ4	9722	9618	NOS1AP	TRAF4	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75056	P26371	9672	3846	SDC3	KRTAP5-9	25416956:0018:HT
O75056	P60369	9672	386682	SDC3	KRTAP10-3	25416956:0018:HT
O75061	O95816	9829	9532	DNAJC6	BAG2	22365833:0018:HT
O75069	O75069	9911	9911	TMCC2	TMCC2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75069	P10809	9911	3329	TMCC2	HSPD1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75069	P15622	9911	58500	TMCC2	ZNF250	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75069	P22314	9911	7317	TMCC2	UBA1	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
O75069	Q01850	9911	1039	TMCC2	CDR2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75069	Q06250	9911	51352	TMCC2	WT1-AS	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
O75069	Q08117	9911	166	TMCC2	AES	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
O75069	Q14689	9911	23181	TMCC2	DIP2A	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
O75069	Q3B820	9911	84140	TMCC2	FAM161A	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75069	Q59FE1	9911		TMCC2	Q59FE1	25416956:0018:HT
O75069	Q5TZK3	9911		TMCC2	FAM74A4;|FAM74A6	25416956:0397:HT|25416956:1356:HT
O75069	Q86YD1	9911	53635	TMCC2	PTOV1	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
O75069	Q86YD7	9911	55138	TMCC2	FAM90A1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75069	Q8IYR0	9911	154313	TMCC2	C6ORF165	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
O75069	Q8N5R6	9911	80125	TMCC2	CCDC33	25416956:0018:HT
O75069	Q8N771	9911		TMCC2	Q8N771	25416956:0018:HT
O75069	Q8NA54	9911	154865	TMCC2	IQUB	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75069	Q8TAU3	9911	147687	TMCC2	ZNF417	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75069	Q8TES7	9911	85302	TMCC2	FBF1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75069	Q8WWY3	9911	26121	TMCC2	PRPF31	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75069	Q8WY48	9911		TMCC2	PP2150	25416956:0018:HT
O75069	Q92993	9911	10524	TMCC2	KAT5	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75069	Q96NX2	9911		TMCC2	Q96NX2	25416956:0018:HT
O75069	Q96SQ5	9911	84914	TMCC2	ZNF587	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75069	Q9BQY4	9911	84528	TMCC2	RHOXF2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75069	Q9C005	9911	84661	TMCC2	DPY30	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75069	Q9P0T4	9911	51545	TMCC2	ZNF581	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75069	Q9Y2J4	9911	51421	TMCC2	AMOTL2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75078	O76061	4185	8614	ADAM11	STC2	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
O75081	O95486	863	10802	CBFA2T3	SEC24A	21988832:0397:HT|21988832:0018:HT
O75081	Q8N2G3	863		CBFA2T3	Q8N2G3	21988832:0018:HT
O75081	Q9UKD1	863	26205	CBFA2T3	GMEB2	21988832:0397:HT|21988832:0018:HT
O75083	P62993	9948	2885	WDR1	GRB2	18624398:0018:HT|12577067:0096:LC
O75083	P67870	9948	1460	WDR1	CSNK2B	21900206:0018:HT
O75083	Q15477	9948	6499	WDR1	SKIV2L	15231747:0018:HT|15657099:0064:LC
O75084	Q9NRR5	8324	56893	FZD7	UBQLN4	16713569:0397:HT|16713569:0018:HT
O75084	Q9UMX0	8324	29979	FZD7	UBQLN1	16189514:0398:HT|16189514:0018:HT
O75093	P54259	6585	1822	SLIT1	ATN1	16713569:0018:HT
O75095	P46109	1953	1399	MEGF6	CRKL	18654987:0018:HT
O75095	P54259	1953	1822	MEGF6	ATN1	16713569:0018:HT
O75095	Q5VTD9	1953	8328	MEGF6	GFI1B	16713569:0018:HT
O75096	Q9P202	4038	25861	LRP4	DFNB31	12421765:0018:HT|15657099:0064:LC
O75122	P11217	23122	5837	CLASP2	PYGM	23414517:0399:HT
O75128	Q9BY11	23242	29993	COBL	PACSIN1	20936779:0398:HT|20936779:0018:HT
O75131	P47897	8895	5859	CPNE3	QARS	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
O75131	P54274	8895	7013	CPNE3	TERF1	21044950:0018:HT
O75131	Q9BSI4	8895	26277	CPNE3	TINF2	21044950:0018:HT
O75131	Q9NUX5	8895	25913	CPNE3	POT1	21044950:0018:HT
O75131	Q9NYB0	8895	54386	CPNE3	TERF2IP	21044950:0018:HT
O75132	O75132	9889	9889	ZBED4	ZBED4	25416956:0397:HT|25416956:0018:HT
O75132	P50222	9889	4223	ZBED4	MEOX2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75143	P60520	9776	11345	ATG13	GABARAPL2	20562859:0096:LC|23043107:0004:LC|21900206:0018:HT|23043107:0686:LC
O75145	P27986	8541	5295	PPFIA3	PIK3R1	17474147:0081:HT
O75150	O75150	9810	9810	RNF40	RNF40	10944455:0018:LC|25416956:0397:HT|25416956:0018:HT
O75150	P63279	9810	7329	RNF40	UBE2I	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75150	Q09161	9810	4686	RNF40	NCBP1	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
O75150	Q15811	9810	6453	RNF40	ITSN1	22558309:0018:HT
O75150	Q86XK3	9810	119392	RNF40	SFR1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75150	Q8IYE0	9810	57639	RNF40	CCDC146	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
O75150	Q96MS1	9810		RNF40	Q96MS1	25416956:0018:HT
O75150	Q9BSJ1	9810	84767	RNF40	TRIM51	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
O75150	Q9BU64	9810	79172	RNF40	CENPO	19447967:0398:HT
O75150	Q9Y2J4	9810	51421	RNF40	AMOTL2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75150	Q9Y4E5	9810	26036	RNF40	ZNF451	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
O75152	P40692	9877	4292	ZC3H11A	MLH1	19060904:0397:HT|16189514:0398:HT|19060904:0398:HT|15657099:0064:LC|16189514:0018:HT
O75152	Q59EG3	9877		ZC3H11A	Q59EG3	19060904:0018:HT|16189514:0018:HT
O75153	Q9NYQ7	23277	1951	CLUH	CELSR3	12421765:0018:HT
O75155	O75190	23066	10049	CAND2	DNAJB6	23414517:0399:HT
O75159	P10721	9655	3815	SOCS5	KIT	14707129:0493:LC|24728074:0053:HT
O75159	P42574	9655	836	SOCS5	CASP3	21988832:0397:HT|21988832:0018:HT
O75159	Q969X1	9655	64114	SOCS5	TMBIM1	21988832:0018:HT
O75165	P24522	23317	1647	DNAJC13	GADD45A	21900206:0018:HT
O75165	P49841	23317	2932	DNAJC13	GSK3B	21900206:0018:HT
O75165	Q9UBS4	23317	51726	DNAJC13	DNAJB11	21900206:0018:HT
O75165	Q9UK32	23317	27330	DNAJC13	RPS6KA6	21900206:0018:HT
O75167	P12931	9749	6714	PHACTR2	SRC	17474147:0081:HT
O75167	P16333	9749	4690	PHACTR2	NCK1	17474147:0081:HT
O75167	P19174	9749	5335	PHACTR2	PLCG1	17474147:0081:HT
O75167	P27986	9749	5295	PHACTR2	PIK3R1	17474147:0081:HT
O75167	P46108	9749	1398	PHACTR2	CRK	17474147:0081:HT
O75167	P62993	9749	2885	PHACTR2	GRB2	17474147:0081:HT
O75170	P54253	9701	6310	PPP6R2	ATXN1	16713569:0018:HT
O75173	Q05516	9507	7704	ADAMTS4	ZBTB16	21988832:0663:HT|21988832:0018:HT
O75173	Q96MU7	9507	91746	ADAMTS4	YTHDC1	21988832:0018:HT
O75175	Q9NZN8	4849	4848	CNOT3	CNOT2	24121232:0114:LC|16189514:0398:HT|16778766:0004:LC|16778766:0006:LC|16778766:0018:LC|16189514:0493:HT|16189514:0018:HT|16778766:0493:LC|15657099:0064:LC|21984185:0006:LC
O75177	O75177	26039	26039	SS18L1	SS18L1	15866867:0492:LC|15866867:0493:LC|25416956:0397:HT|25416956:0018:HT
O75177	O95696	26039	23774	SS18L1	BRD1	20211142:0018:HT
O75177	P09234	26039	6631	SS18L1	SNRPC	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75177	P14678	26039	6628	SS18L1	SNRPB	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75177	P17931	26039	3958	SS18L1	LGALS3	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75177	P18847	26039	467	SS18L1	ATF3	20211142:0018:HT
O75177	P33240	26039	1478	SS18L1	CSTF2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75177	P36402	26039	6932	SS18L1	TCF7	20211142:0018:HT
O75177	P40763	26039	6774	SS18L1	STAT3	20211142:0018:HT
O75177	P56524	26039	9759	SS18L1	HDAC4	20211142:0018:HT
O75177	P84022	26039	4088	SS18L1	SMAD3	20211142:0018:HT
O75177	Q13133	26039	10062	SS18L1	NR1H3	20211142:0018:HT
O75177	Q15427	26039	10262	SS18L1	SF3B4	16189514:0398:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT|15657099:0064:LC
O75177	Q15797	26039	4086	SS18L1	SMAD1	20211142:0018:HT
O75177	Q59FD2	26039		SS18L1	Q59FD2	25416956:0018:HT
O75177	Q5VYY1	26039	118932	SS18L1	ANKRD22	20211142:0018:HT
O75177	Q8HWS3	26039	222546	SS18L1	RFX6	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
O75177	Q8NDC0	26039	93487	SS18L1	MAPK1IP1L	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75177	Q8WUU5	26039	57798	SS18L1	GATAD1	20211142:0018:HT
O75177	Q92567	26039	23201	SS18L1	FAM168A	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|21516116:0018:HT|25416956:1356:HT
O75177	Q92769	26039	3066	SS18L1	HDAC2	20211142:0018:HT
O75177	Q96HR3	26039	90390	SS18L1	MED30	20211142:0018:HT
O75177	Q9BYE7	26039	84108	SS18L1	PCGF6	20211142:0018:HT
O75177	Q9HBM6	26039	51616	SS18L1	TAF9B	20211142:0018:HT
O75177	Q9NVW2	26039	51132	SS18L1	RLIM	20211142:0018:HT
O75177	Q9NY61	26039	26574	SS18L1	AATF	20211142:0018:HT
O75177	Q9P0T0	26039		SS18L1	Q9P0T0	20211142:0018:HT
O75177	Q9UKW6	26039	2001	SS18L1	ELF5	20211142:0018:HT
O75179	P25054	26057	324	ANKRD17	APC	20936779:0398:HT|20936779:0018:HT
O75179	P28332	26057	130	ANKRD17	ADH6	21988832:0018:HT
O75179	Q00987	26057	4193	ANKRD17	MDM2	21988832:0018:HT
O75179	Q9NZM3	26057	50618	ANKRD17	ITSN2	22558309:0018:HT
O75190	O75563	10049	8935	DNAJB6	SKAP2	23414517:0399:HT
O75190	O75923	10049	8291	DNAJB6	DYSF	23414517:0813:HT|23414517:0399:HT
O75190	P36871	10049	5236	DNAJB6	PGM1	23414517:0399:HT
O75190	P42336	10049	5290	DNAJB6	PIK3CA	18624398:0018:HT
O75190	P52179	10049	8736	DNAJB6	MYOM1	23414517:0399:HT
O75190	P58340	10049	4291	DNAJB6	MLF1	25036637:0729:LC|23414517:0399:HT
O75190	Q00872	10049	4604	DNAJB6	MYBPC1	23414517:0399:HT
O75190	Q13326	10049	6445	DNAJB6	SGCG	23414517:0813:HT|23414517:0399:HT
O75190	Q15327	10049	27063	DNAJB6	ANKRD1	23414517:0399:HT
O75190	Q15773	10049	8079	DNAJB6	MLF2	25036637:0007:LC|25036637:0004:LC|23414517:0399:HT
O75190	Q7KZ85	10049	6830	DNAJB6	SUPT6H	23414517:0399:HT
O75190	Q96CW5	10049	10426	DNAJB6	TUBGCP3	23414517:0399:HT
O75190	Q9UKD2	10049	51154	DNAJB6	MRTO4	23414517:0399:HT
O75190	Q9ULH1	10049	50807	DNAJB6	ASAP1	23414517:0399:HT
O75190	Q9Y2S0	10049	51082	DNAJB6	POLR1D	21988832:0018:HT
O75208	O94805	57017	51412	COQ9	ACTL6B	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
O75208	Q9HCE9	57017	57719	COQ9	ANO8	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
O75251	P32121	374291	409	NDUFS7	ARRB2	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
O75271	Q86YV9		79803	O75271	HPS6	16169070:0018:HT
O75306	P11161	4720	1959	NDUFS2	EGR2	21988832:0397:HT|21988832:0018:HT
O75306	P30519	4720	3163	NDUFS2	HMOX2	21900206:0018:HT
O75306	Q71F23	4720	79682	NDUFS2	CENPU	21900206:0018:HT
O75306	Q92956	4720	8764	NDUFS2	TNFRSF14	21900206:0018:HT
O75309	P35575	1014	2538	CDH16	G6PC	21988832:0397:HT|21988832:0018:HT
O75312	Q13368	8882	4356	ZPR1	MPP3	21988832:0397:HT|21988832:0018:HT
O75312	Q96SN8	8882	55755	ZPR1	CDK5RAP2	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
O75319	P47897	8446	5859	DUSP11	QARS	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
O75323	P11217	2631	5837	GBAS	PYGM	23414517:0399:HT
O75325	Q9HD90	10446	58158	LRRN2	NEUROD4	21988832:0397:HT|21988832:0018:HT
O75326	P00519	8482	25	SEMA7A	ABL1	17474147:0081:HT
O75326	P16333	8482	4690	SEMA7A	NCK1	17474147:0081:HT
O75326	P62993	8482	2885	SEMA7A	GRB2	17474147:0081:HT
O75330	Q8NDC4	3161	118812	HMMR	MORN4	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75334	Q15811	8499	6453	PPFIA2	ITSN1	22558309:0018:HT
O75334	Q99459	8499	988	PPFIA2	CDC5L	17043677:0018:HT
O75335	P19174	8497	5335	PPFIA4	PLCG1	17474147:0081:HT
O75335	Q9UPW5	8497	23287	PPFIA4	AGTPBP1	16713569:0018:HT
O75340	O75340	10016	10016	PDCD6	PDCD6	16189514:0398:HT|18940611:0114:LC|25416956:0397:HT|16189514:0018:HT|20691033:0114:LC|21988832:0018:HT|18997320:0114:LC
O75340	P50995	10016	311	PDCD6	ANXA11	11883939:0096:LC|11883939:0492:LC|11883939:0047:LC|11883939:0024:LC|18256029:0096:LC|25416956:1112:HT|25416956:0397:HT|25416956:1356:HT|15657099:0064:LC|11883939:0018:LC
O75340	Q8NDC0	10016	93487	PDCD6	MAPK1IP1L	16189514:0398:HT|16189514:0018:HT
O75340	Q9UBV8	10016	553115	PDCD6	PEF1	16189514:0398:HT|25416956:1112:HT|25416956:0397:HT|11278427:0493:LC|11278427:0401:LC|11278427:0004:LC|15657099:0064:LC|21988832:0018:HT|25416956:1356:HT
O75340	Q9Y5Z4	10016	23593	PDCD6	HEBP2	16189514:0398:HT|25416956:1112:HT|25416956:0397:HT|16189514:0018:HT|25416956:1356:HT|15657099:0064:LC
O75344	O75909	8468	8812	FKBP6	CCNK	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
O75344	Q8IUH5	8468	23390	FKBP6	ZDHHC17	24705354:0018:HT|24705354:0004:HT
O75344	Q8IYA8	8468	339834	FKBP6	CCDC36	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75344	Q96AP0	8468	65057	FKBP6	ACD	21044950:0018:HT
O75344	Q96JB5	8468	80279	FKBP6	CDK5RAP3	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75344	Q9BRK4	8468	84445	FKBP6	LZTS2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75344	Q9BSI4	8468	26277	FKBP6	TINF2	21044950:0018:HT
O75344	Q9Y5B8	8468	29922	FKBP6	NME7	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
O75347	Q9NYB0	6902	54386	TBCA	TERF2IP	21044950:0018:HT
O75348	O95751	9550	23641	ATP6V1G1	LDOC1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75348	P36543	9550	529	ATP6V1G1	ATP6V1E1	16169070:0018:HT|22863883:0401:LC|15657099:0064:LC|22939629:0401:LC|16169070:0398:HT
O75348	P43360	9550	4105	ATP6V1G1	MAGEA6	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75348	P63010	9550	163	ATP6V1G1	AP2B1	16189514:0398:HT|16189514:0018:HT
O75348	Q08379	9550	2801	ATP6V1G1	GOLGA2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75348	Q96A05	9550	90423	ATP6V1G1	ATP6V1E2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|21516116:0018:HT|25416956:1356:HT
O75348	Q96EL6	9550		ATP6V1G1	Q96EL6	16189514:0018:HT
O75351	Q96K21	9525	84936	VPS4B	ZFYVE19	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|22939629:0401:LC|25416956:1356:HT
O75351	Q9NZZ3	9525	51510	VPS4B	CHMP5	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75354	P49841	955	2932	ENTPD6	GSK3B	21900206:0018:HT
O75354	P54253	955	6310	ENTPD6	ATXN1	16713569:0018:HT
O75355	Q8N205	956	163183	ENTPD3	SYNE4	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75356	P50539	957	4601	ENTPD5	MXI1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75367	P0C7T5	9555	342371	H2AFY	ATXN1L	16713569:0018:HT
O75369	P16333	2317	4690	FLNB	NCK1	17474147:0081:HT
O75369	P19174	2317	5335	FLNB	PLCG1	17474147:0081:HT
O75369	P27986	2317	5295	FLNB	PIK3R1	17474147:0081:HT
O75369	P46108	2317	1398	FLNB	CRK	17474147:0081:HT
O75369	P62993	2317	2885	FLNB	GRB2	17474147:0081:HT|12577067:0096:LC
O75369	Q14324	2317	4606	FLNB	MYBPC2	23414517:0399:HT
O75369	Q53GL0	2317	51177	FLNB	PLEKHO1	18624398:0018:HT
O75369	Q6VMQ6	2317	55729	FLNB	ATF7IP	15231748:0018:HT
O75369	Q9HAU4	2317	64750	FLNB	SMURF2	15231748:0018:HT|15657099:0064:LC
O75376	O75386	9611	7289	NCOR1	TULP3	23414517:0399:HT
O75376	P02794	9611	2495	NCOR1	FTH1	15604093:0018:HT
O75376	P03372	9611	2099	NCOR1	ESR1	12145334:0096:LC|17400812:0004:LC|12738788:0004:LC|12145334:0024:LC|12145334:0492:LC|12738788:0096:LC|15657099:0064:LC|21182203:0096:HT|12738788:0019:LC|12738788:0018:LC
O75376	P10276	9611	5914	NCOR1	RARA	19377461:0004:LC|15336696:0493:LC|15604093:0493:HT|15336696:0096:LC|9531570:0018:LC|16606617:0018:LC|16469706:0004:LC|25303530:0096:LC|7566114:0096:LC|10882117:0096:LC|15604093:0018:HT|20543827:0017:LC|15336696:0018:LC|10336495:0018:LC|21988832:0018:HT|9486655:0004:LC|20543827:0114:LC|10336495:0096:LC|9531570:0096:LC|9121466:0047:LC|9486655:0096:LC|18978041:0004:LC
O75376	P10827	9611	7067	NCOR1	THRA	11889044:0004:LC|17242407:0004:LC|9849963:0096:LC|15604093:0018:HT|15131262:0096:LC|9849963:0018:LC|17242407:0096:LC|7566114:0096:LC|9804773:0096:LC
O75376	P12757	9611	6498	NCOR1	SKIL	10049357:0004:LC|10049357:0096:LC|10049357:0428:LC|15231748:0018:HT|10049357:0018:LC|12764135:0004:LC|15657099:0064:LC
O75376	P18615	9611	7936	NCOR1	NELFE	14667819:0018:HT|15657099:0064:LC
O75376	P20393	9611	9572	NCOR1	NR1D1	8948627:0018:LC|20581824:0018:LC|20581824:0055:LC|9482666:0018:LC|15604093:0493:HT|15604093:0018:HT|9482666:0493:LC|15604093:0492:HT|9482666:0492:LC|8948627:0492:LC|20581824:0114:LC|8948627:0493:LC|8948627:0254:LC|15657099:0064:LC
O75376	P35609	9611	88	NCOR1	ACTN2	15604093:0018:HT
O75376	P37231	9611	5468	NCOR1	PPARG	11877444:0493:LC|22078880:0018:LC|11903058:0493:LC|11903058:0096:LC|15681609:0428:LC|15604093:0493:HT|15604093:0018:HT|11877444:0096:LC|19596656:0686:LC|16127449:0018:LC|11903058:0018:LC|17468099:0055:LC|17468099:0004:LC|11877444:0018:LC|11877444:0686:LC|23703729:0004:LC
O75376	P54253	9611	6310	NCOR1	ATXN1	16713569:0018:HT
O75376	P55055	9611	7376	NCOR1	NR1H2	15604093:0018:HT|12663743:0018:LC
O75376	Q13133	9611	10062	NCOR1	NR1H3	15604093:0018:HT|12663743:0018:LC
O75379	O95721	8674	9342	VAMP4	SNAP29	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75379	Q12846	8674	6810	VAMP4	STX4	16189514:0398:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT|15657099:0064:LC
O75379	Q8N6L0	8674	147872	VAMP4	CCDC155	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75379	Q9BXK5	8674	23786	VAMP4	BCL2L13	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
O75380	P22607	4726	2261	NDUFS6	FGFR3	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
O75380	Q12809	4726	3757	NDUFS6	KCNH2	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
O75380	Q13387	4726	23542	NDUFS6	MAPK8IP2	21900206:0018:HT
O75380	Q15BH2	4726		NDUFS6	Q15BH2	16169070:0018:HT
O75380	Q16659	4726	5597	NDUFS6	MAPK6	21900206:0018:HT
O75381	Q8TAQ2	5195	6601	PEX14	SMARCC2	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
O75381	Q96G25	5195	112950	PEX14	MED8	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
O75381	Q9UKY1	5195	11244	PEX14	ZHX1	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
O75382	P60604	10612	7327	TRIM3	UBE2G2	19690564:0397:HT|19690564:0018:HT
O75382	Q5VVX9	10612	148581	TRIM3	UBE2U	19690564:0397:HT|19690564:0018:HT
O75386	O76094	7289	6731	TULP3	SRP72	23414517:0399:HT
O75386	P10644	7289	5573	TULP3	PRKAR1A	23414517:0399:HT
O75386	P11055	7289	4621	TULP3	MYH3	23414517:0399:HT
O75386	P11277	7289	6710	TULP3	SPTB	23414517:0399:HT
O75386	P12883	7289	4625	TULP3	MYH7	23414517:0399:HT
