Uniprot_A	Uniprot_B	Alt_A	Alt_B	Gene_A	Gene_B	pmid:method:quality
P29322	Q13283	2046	10146	EPHA8	G3BP1	21988832:0397:HT
P29322	Q6NUN9	2046	155061	EPHA8	ZNF746	21900206:0018:HT
P29322	Q6PI48	2046	55157	EPHA8	DARS2	21988832:0397:HT
P29322	Q6ZP53	2046		EPHA8	Q6ZP53	21988832:0018:HT
P29322	Q9H9J7	2046		EPHA8	Q9H9J7	21988832:0018:HT
P29350	Q0P6H9	5777	80021	PTPN6	TMEM62	16169070:0018:HT|16169070:0398:HT
P29350	Q13643	5777	2275	PTPN6	FHL3	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29353	P30519	6464	3163	SHC1	HMOX2	21900206:0018:HT
P29353	P62993	6464	2885	SHC1	GRB2	7524086:0493:LC|8939605:0096:LC|15688026:0096:LC|21706016:0004:LC|7514169:0004:LC|15688026:0492:LC|12898421:0686:LC|12485888:0019:LC|21706016:0007:LC|8479540:0686:LC|8084588:0019:LC|8662733:0004:LC|10891441:0004:LC|8663178:0107:LC|15657099:0064:LC|11707405:0493:LC|11997181:0007:LC|8084588:0405:LC|12577067:0004:LC|8112292:0004:LC|9434624:0004:LC|16520382:0096:LC|15688026:0007:LC|7535773:0401:LC|11505033:0004:LC|8112292:0019:LC|10080542:0004:LC|25416956:0809:HT|10961885:0007:LC|7524086:0492:LC|8491186:0492:LC|7798267:0493:LC|7524086:0096:LC|8491186:0004:LC|7537740:0096:LC|7535773:0493:LC|19380743:0004:LC|8940013:0107:LC|9126968:0096:LC|10891441:0019:LC|15688026:0493:LC|10570290:0004:LC|11782427:0007:LC|11792427:0096:LC|9544989:0007:LC|8950973:0096:LC|19380743:0676:LC|23178716:0006:LC|7515480:0019:LC|9083103:0004:LC|11707405:0492:LC|7717978:0007:LC|9254595:0065:LC|16436051:0007:LC|10477741:0004:LC|8995379:0096:LC|15341520:0007:LC|21725358:0006:LC|15812354:0096:LC|12577067:0096:LC|12485888:0492:LC|11827484:0114:LC|8939605:0019:LC|16520382:0006:LC|12213123:0107:LC|8491186:0493:LC|7798267:0492:LC|9175774:0096:LC|8621719:0493:LC|7535773:0492:LC|8294403:0004:LC|9129019:0004:LC|22974441:0686:LC|9733714:0493:LC|10049786:0004:LC|10356320:0114:LC|7515480:0004:LC|8662733:0096:LC|9199344:0007:LC|9045692:0004:LC|8950973:0004:LC|8621719:0004:LC|8939605:0004:LC|11302736:0004:LC|11370743:0004:LC|9541596:0004:LC|8112292:0006:LC|12441060:0004:LC|8195171:0004:LC|12485888:0493:LC|24189400:0676:LC|11964172:0004:LC|9927207:0004:LC|9886492:0004:LC|12485888:0024:LC|8621719:0492:LC|10749687:0007:LC|8662998:0004:LC|9148935:0019:LC|19380743:0006:LC|9733714:0492:LC|8647288:0004:LC
P29353	Q13137	6464	10241	SHC1	CALCOCO2	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
P29353	Q13418	6464	3611	SHC1	ILK	21900206:0018:HT
P29353	Q13480	6464	2549	SHC1	GAB1	12808090:0492:LC|24728074:0053:HT|15657099:0064:LC|11707404:0024:LC
P29353	Q15303	6464	2066	SHC1	ERBB4	16729043:0096:LC|24658140:0112:LC|16729043:0004:LC|16273093:0686:HT|16273093:0089:HT|16729043:0493:LC|16729043:0492:LC|15657099:0064:LC
P29353	Q16659	6464	5597	SHC1	MAPK6	21900206:0018:HT
P29353	Q9BPY3	6464	79607	SHC1	FAM118B	21900206:0018:HT
P29353	Q9BVJ7	6464	54935	SHC1	DUSP23	21900206:0018:HT
P29353	Q9H5I1	6464	79723	SHC1	SUV39H2	21900206:0018:HT
P29353	Q9H840	6464	79760	SHC1	GEMIN7	21900206:0018:HT
P29353	Q9H9J2	6464	65080	SHC1	MRPL44	21900206:0018:HT
P29353	Q9NPF4	6464	55644	SHC1	OSGEP	21900206:0018:HT
P29353	Q9ULV8	6464	23624	SHC1	CBLC	21900206:0018:HT
P29353	V9HWF0	6464		SHC1	HEL-S-28	21900206:0018:HT
P29372	Q9BPX1	4350	51171	MPG	HSD17B14	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29372	Q9NYB0	4350	54386	MPG	TERF2IP	21044950:0018:HT
P29373	Q8N6L0	1382	147872	CRABP2	CCDC155	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29375	P40227	5927	908	KDM5A	CCT6A	23414517:0399:HT
P29400	P38936	1287	1026	COL4A5	CDKN1A	21900206:0018:HT
P29400	P55055	1287	7376	COL4A5	NR1H2	21900206:0018:HT
P29400	Q15038	1287	9802	COL4A5	DAZAP2	21900206:0018:HT
P29400	Q16637	1287		COL4A5	SMN1;|SMN2	21900206:0018:HT
P29400	Q8N5U6	1287	9921	COL4A5	RNF10	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P29401	P54274	7086	7013	TKT	TERF1	21044950:0018:HT
P29401	Q9UKP3	7086	26548	TKT	ITGB1BP2	23414517:0399:HT
P29466	Q08AM6	834	55697	CASP1	VAC14	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
P29466	Q9NTB8	834		CASP1	DKFZP434J032	25416956:0018:HT
P29474	P35609	4846	88	NOS3	ACTN2	18180332:0018:LC|21163940:0018:HT
P29474	P43364	4846	4110	NOS3	MAGEA11	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29474	P49768	4846	5663	NOS3	PSEN1	21163940:0018:HT
P29474	P49810	4846	5664	NOS3	PSEN2	21163940:0018:HT
P29474	P50502	4846	6767	NOS3	ST13	21163940:0006:HT|21163940:0004:HT|21163940:0018:HT
P29474	P84243	4846		NOS3	H3F3A;|H3F3B	21163940:0018:HT
P29474	Q08379	4846	2801	NOS3	GOLGA2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29474	Q12805	4846	2202	NOS3	EFEMP1	21163940:0018:HT
P29474	Q14576	4846	1995	NOS3	ELAVL3	21163940:0397:HT|21163940:0018:HT
P29474	Q15717	4846	1994	NOS3	ELAVL1	21163940:0397:HT|21163940:0018:HT
P29474	Q16543	4846	11140	NOS3	CDC37	21163940:0096:HT|21163940:0397:HT|21163940:0006:HT|21163940:0004:HT|21163940:0018:HT
P29474	Q16891	4846	10989	NOS3	IMMT	21163940:0018:HT
P29474	Q53EZ4	4846	55165	NOS3	CEP55	21163940:0018:HT
P29474	Q59FD9	4846		NOS3	Q59FD9	21163940:0018:HT
P29474	Q63ZY3	4846	25959	NOS3	KANK2	21163940:0397:HT|21163940:0018:HT
P29474	Q6PKC3	4846	51061	NOS3	TXNDC11	21163940:0018:HT
P29474	Q6WCQ1	4846	23164	NOS3	MPRIP	21163940:0018:HT
P29474	Q6ZW49	4846	22976	NOS3	PAXIP1	21163940:0018:HT
P29474	Q8N236	4846		NOS3	Q8N236	21163940:0018:HT
P29474	Q8TAG9	4846	54536	NOS3	EXOC6	21163940:0397:HT|21163940:0018:HT
P29474	Q92743	4846	5654	NOS3	HTRA1	21163940:0018:HT
P29474	Q92947	4846	2639	NOS3	GCDH	21163940:0663:HT|21163940:0397:HT|21163940:0006:HT|21163940:0004:HT|21163940:0018:HT
P29474	Q96EP0	4846	55072	NOS3	RNF31	21163940:0018:HT
P29474	Q9BTU6	4846	55361	NOS3	PI4K2A	21163940:0397:HT|21163940:0018:HT
P29474	Q9H0A6	4846	140545	NOS3	RNF32	21163940:0397:HT|21163940:0018:HT
P29474	Q9H3D5	4846		NOS3	Q9H3D5	21163940:0018:HT
P29474	Q9NZ01	4846	9524	NOS3	TECR	21163940:0018:HT
P29474	Q9Y2H9	4846	22983	NOS3	MAST1	21163940:0397:HT|21163940:0018:HT
P29474	Q9Y3B2	4846	51013	NOS3	EXOSC1	21163940:0018:HT
P29474	Q9Y3D6	4846	51024	NOS3	FIS1	21163940:0018:HT
P29558	Q12800	5937	7024	RBMS1	TFCP2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29590	P29590	5371	5371	PML	PML	12837286:0492:LC|10938104:0492:LC|22493164:0018:HT|12837286:0493:LC|16540467:0004:LC|12837286:0018:LC|12438698:0096:LC|9294197:0018:LC|10669754:0047:LC|9671498:0492:LC|16778193:0004:LC|9671498:0493:LC|9294197:0493:LC|9230084:0018:LC|9294197:0492:LC|22773875:0018:LC|22493164:0397:HT|10938104:0018:LC|9671498:0018:LC|10938104:0493:LC
P29590	P37231	5371	5468	PML	PPARG	20211142:0018:HT
P29590	P63279	5371	7329	PML	UBE2I	22155184:0415:LC|18691969:0415:LC|21988832:0018:HT|21988832:0663:HT|15561718:0415:LC|9885291:0018:LC|17081986:0415:LC|9885291:0415:LC|15809060:0096:LC|12641448:0415:LC
P29590	Q5VVX9	5371	148581	PML	UBE2U	19690564:0397:HT|19690564:0018:HT
P29590	Q6IAZ5	5371		PML	CRSP9	20211142:0018:HT
P29590	Q6ZNA4	5371	54778	PML	RNF111	22493164:0018:HT|23530056:0004:LC|22493164:0397:HT
P29590	Q96EQ8	5371	54941	PML	RNF125	22493164:0018:HT|22493164:0397:HT
P29590	Q99961	5371	6455	PML	SH3GL1	21988832:0663:HT|21988832:0018:HT
P29590	Q9H0N5	5371	84105	PML	PCBD2	20211142:0018:HT
P29590	Q9NYB0	5371	54386	PML	TERF2IP	21044950:0018:HT
P29590	Q9UKL3	5371	9994	PML	CASP8AP2	21988832:0018:HT
P29590	V9HW50	5371		PML	HEL-S-117	21988832:0018:HT
P29597	P50570	7297	1785	TYK2	DNM2	21900206:0018:HT
P29597	Q13643	7297	2275	TYK2	FHL3	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29597	Q5VWX1	7297	202559	TYK2	KHDRBS2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|21516116:0018:HT|25416956:1356:HT
P29597	Q6A162	7297	125115	TYK2	KRT40	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29597	Q6IBN1	7297		TYK2	HNRPK	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29597	Q8N1K8	7297		TYK2	Q8N1K8	21900206:0018:HT
P29597	Q969M7	7297	140739	TYK2	UBE2F	19549727:0018:HT
P29597	Q9BUZ4	7297	9618	TYK2	TRAF4	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29622	Q12851	5267	5871	SERPINA4	MAP4K2	21900206:0018:HT
P29622	Q13418	5267	3611	SERPINA4	ILK	21900206:0018:HT
P29622	Q15750	5267	10454	SERPINA4	TAB1	21900206:0018:HT
P29622	Q16659	5267	5597	SERPINA4	MAPK6	21900206:0018:HT
P29622	Q59GK3	5267		SERPINA4	Q59GK3	21900206:0018:HT
P29622	Q6ZMM6	5267		SERPINA4	Q6ZMM6	21900206:0018:HT
P29622	Q92956	5267	8764	SERPINA4	TNFRSF14	21900206:0018:HT
P29622	Q9NRH1	5267	57002	SERPINA4	YAE1D1	21900206:0018:HT
P29622	V9HWF0	5267		SERPINA4	HEL-S-28	21900206:0018:HT
P29692	P29692	1936	1936	EEF1D	EEF1D	16169070:0492:HT|10094407:0492:LC|16169070:0398:HT|25416956:0397:HT|25416956:0018:HT|10094407:0018:LC|16169070:0018:HT
P29692	P54274	1936	7013	EEF1D	TERF1	21044950:0018:HT
P29692	Q04206	1936	5970	EEF1D	RELA	21988832:0397:HT|21988832:0018:HT
P29692	Q13011	1936	1891	EEF1D	ECH1	21988832:0018:HT
P29692	Q13501	1936	8878	EEF1D	SQSTM1	21988832:0663:HT|21988832:0018:HT
P29692	Q14194	1936	1400	EEF1D	CRMP1	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P29692	Q70Z53	1936	118924	EEF1D	FRA10AC1	16169070:0018:HT|16169070:0398:HT
P29692	Q8IUQ4	1936	6477	EEF1D	SIAH1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT|21633900:0004:LC|21988832:0018:HT|21633900:0096:LC
P29692	Q8WVB3	1936	284004	EEF1D	HEXDC	16169070:0018:HT
P29692	Q96DN0	1936	121506	EEF1D	ERP27	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29692	Q9BSI4	1936	26277	EEF1D	TINF2	21044950:0018:HT
P29692	Q9H1I8	1936	84164	EEF1D	ASCC2	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P29692	Q9NUX5	1936	25913	EEF1D	POT1	21044950:0018:HT
P29728	P49761	4939	1198	OAS2	CLK3	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29762	Q13368	1381	4356	CRABP1	MPP3	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P29762	Q13595	1381	29896	CRABP1	TRA2A	21900206:0018:HT
P29762	Q549U1	1381		CRABP1	HSU53209	21900206:0018:HT
P29972	P29972	358	358	AQP1	AQP1	7693713:0492:LC|25416956:0397:HT|25416956:0018:HT|7693713:0493:LC|17632520:0029:LC|17632520:0007:LC
P29972	P36406	358	373	AQP1	TRIM23	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	P60369	358	386682	AQP1	KRTAP10-3	25416956:0018:HT
P29972	P60409	358	386675	AQP1	KRTAP10-7	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q07912	358	10188	AQP1	TNK2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q12933	358	7186	AQP1	TRAF2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q13077	358	7185	AQP1	TRAF1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q14525	358	3884	AQP1	KRT33B	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q15323	358	3881	AQP1	KRT31	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q15654	358	7205	AQP1	TRIP6	16189514:0398:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT|15657099:0064:LC
P29972	Q15834	358	11007	AQP1	CCDC85B	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
P29972	Q2TAC2	358	284001	AQP1	CCDC57	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q5JR59	358	23281	AQP1	MTUS2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q6A162	358	125115	AQP1	KRT40	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q6UY14	358	54507	AQP1	ADAMTSL4	19060904:0397:HT|19060904:0398:HT
P29972	Q7L273	358	54793	AQP1	KCTD9	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q7Z3S9	358	388677	AQP1	NOTCH2NL	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q8IUQ4	358	6477	AQP1	SIAH1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q8IYA8	358	339834	AQP1	CCDC36	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q8N5Z5	358	79734	AQP1	KCTD17	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
P29972	Q8N8K9	358	158405	AQP1	KIAA1958	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q96JN2	358	64753	AQP1	CCDC136	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q96S65	358	64651	AQP1	CSRNP1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q99750	358	4188	AQP1	MDFI	19060904:0018:HT|16189514:0398:HT|16189514:0018:HT|15657099:0064:LC|19447967:0018:HT|19060904:0397:HT|19447967:0398:HT|19060904:0398:HT
P29972	Q9BQ66	358	83755	AQP1	KRTAP4-12	16189514:0398:HT|16189514:0018:HT
P29972	Q9BYQ4	358	83899	AQP1	KRTAP9-2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q9BYR5	358	85291	AQP1	KRTAP4-2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q9C0F1	358	80817	AQP1	CEP44	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q9H3D5	358		AQP1	Q9H3D5	16189514:0018:HT
P29972	Q9NQ79	358	55118	AQP1	CRTAC1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q9UFD9	358	85376	AQP1	RIMBP3	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q9UFG7	358		AQP1	DKFZP434K1772	19060904:0018:HT
P29972	Q9UGC6	358	26575	AQP1	RGS17	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q9UJV3	358	11043	AQP1	MID2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q9UKS7	358	22807	AQP1	IKZF2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P29972	Q9UKT9	358	22806	AQP1	IKZF3	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P30039	P30039	64081	64081	PBLD	PBLD	25416956:0397:HT|25416956:0018:HT
P30039	Q15645	64081	9319	PBLD	TRIP13	16189514:0398:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT|15657099:0064:LC
P30039	Q52MB2	64081	387856	PBLD	CCDC184	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P30039	Q5JST6	64081	80258	PBLD	EFHC2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P30039	Q8TBB1	64081	84708	PBLD	LNX1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P30040	Q9NRR5	10961	56893	ERP29	UBQLN4	16713569:0018:HT
P30041	P30041	9588	9588	PRDX6	PRDX6	9587003:0492:LC|21988832:0018:HT|9587003:0114:LC
P30041	P36969	9588	2879	PRDX6	GPX4	21988832:0018:HT
P30041	P54274	9588	7013	PRDX6	TERF1	21044950:0018:HT
P30041	Q03181	9588	5467	PRDX6	PPARD	15604093:0018:HT
P30041	Q9NYB0	9588	54386	PRDX6	TERF2IP	21044950:0018:HT
P30042	Q70Z53	8209	118924	C21ORF33	FRA10AC1	16169070:0018:HT|16169070:0398:HT
P30043	P62899	645	6160	BLVRB	RPL31	21988832:0397:HT
P30044	Q9GZT6	25824	60492	PRDX5	CCDC90B	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P30048	P30048	10935	10935	PRDX3	PRDX3	11591653:0493:HT|21988832:0018:HT
P30048	P43364	10935	4110	PRDX3	MAGEA11	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
P30048	Q13162	10935	10549	PRDX3	PRDX4	21988832:0018:HT
P30048	Q14103	10935	3184	PRDX3	HNRNPD	15231747:0018:HT
P30048	Q96S38	10935	26750	PRDX3	RPS6KC1	15750338:0493:LC|15750338:0492:LC|15750338:0019:LC|15750338:0018:LC|21988832:0018:HT|15750338:0004:LC
P30048	Q9H8Y8	10935	26003	PRDX3	GORASP2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P30048	V9HW63	10935		PRDX3	HEL-S-97N	21988832:0018:HT
P30049	Q9NYS3	513		ATP5D	PNAS-3	15231747:0018:HT
P30050	P68366	6136	7277	RPL12	TUBA4A	16169070:0398:HT
P30050	P83916	6136	10951	RPL12	CBX1	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P30050	Q9C0C9	6136	63893	RPL12	UBE2O	19549727:0018:HT
P30084	P30084	1892	1892	ECHS1	ECHS1	:0114:LC|21988832:0018:HT
P30084	P56749	1892	9069	ECHS1	CLDN12	21988832:0397:HT|21988832:0018:HT
P30084	P62993	1892	2885	ECHS1	GRB2	18624398:0018:HT
P30084	Q8IUF1	1892	150472	ECHS1	CBWD2	16169070:0018:HT|16169070:0398:HT
P30086	Q5VU97	5037	57685	PEBP1	CACHD1	12421765:0018:HT
P30086	Q8TAX9	5037	55876	PEBP1	GSDMB	21988832:0018:HT
P30086	Q9BTT4	5037	84246	PEBP1	MED10	16169070:0018:HT|16169070:0398:HT
P30153	P84022	5518	4088	PPP2R1A	SMAD3	15231748:0018:HT
P30153	Q13155	5518	7965	PPP2R1A	AIMP2	21900206:0018:HT
P30153	Q15750	5518	10454	PPP2R1A	TAB1	21988832:0018:HT
P30153	Q15796	5518	4087	PPP2R1A	SMAD2	15231748:0018:HT
P30153	Q16659	5518	5597	PPP2R1A	MAPK6	21900206:0018:HT
P30153	Q9P0T0	5518		PPP2R1A	Q9P0T0	15231748:0018:HT
P30153	Q9Y534	5518	27254	PPP2R1A	CSDC2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P30203	P46976	923	2992	CD6	GYG1	21988832:0397:HT|21988832:0018:HT
P30203	Q14494	923	4779	CD6	NFE2L1	21988832:0397:HT
P30203	Q8NF22	923		CD6	FLJ00380	21988832:0018:HT
P30260	P62993	996	2885	CDC27	GRB2	17474147:0081:HT
P30260	Q96C86	996	28960	CDC27	DCPS	21988832:0018:HT
P30260	Q9H2P0	996	23394	CDC27	ADNP	21988832:0018:HT
P30260	Q9NS71	996	56287	CDC27	GKN1	21988832:0018:HT
P30279	P38936	894	1026	CCND2	CDKN1A	16189514:0398:HT|16189514:0493:HT|23443559:0004:LC|16765349:0018:LC|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|16765349:0493:LC|15169570:0004:LC|16765349:0004:LC|15657099:0064:LC|16765349:0006:LC|8756624:0096:LC|25416956:1356:HT|25241761:0813:LC
P30279	P46527	894	1027	CCND2	CDKN1B	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
P30279	Q00535	894	1020	CCND2	CDK5	9422379:0493:LC|23602568:0676:LC|23602568:0004:LC|23455922:0676:LC|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT|23455922:0004:LC|15657099:0064:LC|9422379:0004:LC|9422379:0018:LC
P30279	Q59ED0	894		CCND2	Q59ED0	16189514:0018:HT
P30281	P36542	896	509	CCND3	ATP5C1	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P30281	P38936	896	1026	CCND3	CDKN1A	15232106:0492:HT|16189514:0398:HT|21988832:0397:HT|25416956:1356:HT|15232106:0096:HT|25416956:0397:HT|25416956:0231:HT|25241761:0813:LC|25416956:1112:HT|23443559:0004:LC|25416956:0018:HT|16189514:0018:HT|15232106:0008:HT|15657099:0064:LC|21988832:0018:HT|9716181:0004:LC|15232106:0089:HT|23880157:0004:LC|8756624:0096:LC
P30281	P46527	896	1027	CCND3	CDKN1B	16189514:0398:HT|10342870:0004:LC|10342870:0492:LC|23718855:0004:LC|10342870:0493:LC|11360184:0004:LC|16782892:0004:LC|16189514:0018:HT|15657099:0064:LC|10597239:0004:LC|9716181:0004:LC|8978686:0004:LC|11360184:0096:LC
P30281	P50549	896	2115	CCND3	ETV1	21988832:0397:HT|21988832:0018:HT
P30281	Q00534	896	1021	CCND3	CDK6	25416956:1112:HT|15232106:0096:HT|21516116:0018:HT|16782892:0004:LC|25416956:0018:HT|9447971:0019:LC|9716181:0004:LC|14681455:0364:LC|8114739:0493:LC|16096642:0004:LC|11360184:0004:LC|25416956:0397:HT|8114739:0004:LC|11360184:0492:LC|17517622:0006:LC|15232106:0008:HT|25416956:1356:HT|11360184:0493:LC|23602568:0676:LC|15657099:0064:LC|15232106:0089:HT|17517622:0493:LC|15232106:0492:HT|16096642:0019:LC|8114739:0492:LC|25416956:0231:HT|23602568:0004:LC|17517622:0004:LC|17517622:0492:LC|15232106:0493:HT
P30281	Q16659	896	5597	CCND3	MAPK6	21988832:0018:HT
P30281	Q59ED0	896		CCND3	Q59ED0	16189514:0018:HT
P30281	Q59FU8	896		CCND3	Q59FU8	21988832:0018:HT
P30281	Q7L590	896	55388	CCND3	MCM10	15232106:0492:HT|15232106:0096:HT|15232106:0008:HT|16189514:0004:HT|15657099:0064:LC|15232106:0089:HT
P30281	Q8TAS0	896		CCND3	Q8TAS0	16169070:0018:HT
P30281	Q96EV8	896	84062	CCND3	DTNBP1	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
P30281	Q9BT43	896	84265	CCND3	POLR3GL	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P30281	Q9H063	896	84232	CCND3	MAF1	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
P30281	Q9H173	896	64374	CCND3	SIL1	21988832:0018:HT
P30281	Q9H3D5	896		CCND3	Q9H3D5	16189514:0018:HT
P30281	Q9UBB9	896	24144	CCND3	TFIP11	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
P30281	Q9UBQ5	896	27335	CCND3	EIF3K	15327989:0007:LC|15327989:0018:LC|15327989:0004:LC|15327989:0493:LC|15327989:0492:LC|15657099:0064:LC|21988832:0018:HT|15327989:0024:LC|15327989:0096:LC
P30281	Q9Y2D1	896	22809	CCND3	ATF5	15358120:0492:LC|15358120:0018:LC|15358120:0493:LC|21988832:0018:HT
P30291	P84022	7465	4088	WEE1	SMAD3	15761153:0019:HT|15657099:0064:LC|15761153:0493:HT
P30291	Q9HCE7	7465	57154	WEE1	SMURF1	15761153:0019:HT|15761153:0493:HT
P30291	Q9P0T0	7465		WEE1	Q9P0T0	15761153:0493:HT
P30304	P35711	993	6660	CDC25A	SOX5	21988832:0397:HT|21988832:0018:HT
P30304	P40855	993	5824	CDC25A	PEX19	21988832:0397:HT|21988832:0018:HT
P30304	P41227	993	8260	CDC25A	NAA10	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
P30304	P68104	993	1915	CDC25A	EEF1A1	21988832:0397:HT|21988832:0018:HT
P30304	P84022	993	4088	CDC25A	SMAD3	21988832:0397:HT|15798217:0493:LC|15798217:0004:LC
P30304	Q13126	993	4507	CDC25A	MTAP	21988832:0397:HT|21988832:0018:HT
P30304	Q13202	993	1850	CDC25A	DUSP8	21900206:0018:HT
P30304	Q13618	993	8452	CDC25A	CUL3	21988832:0397:HT|21988832:0018:HT
P30304	Q14094	993	10983	CDC25A	CCNI	21988832:0397:HT|21988832:0018:HT
P30304	Q15653	993	4793	CDC25A	NFKBIB	21988832:0397:HT|21988832:0018:HT
P30304	Q29963	993	3107	CDC25A	HLA-C	21988832:0397:HT|21988832:0018:HT
P30304	Q6P4J0	993		CDC25A	ARD1A	16189514:0018:HT
P30304	Q8IU85	993	57118	CDC25A	CAMK1D	21988832:0397:HT|21988832:0018:HT
P30304	Q96KG9	993	57410	CDC25A	SCYL1	21988832:0397:HT|21988832:0018:HT
P30304	Q96PV7	993	54540	CDC25A	FAM193B	21900206:0018:HT
P30304	Q9BV40	993	8673	CDC25A	VAMP8	21988832:0397:HT|21988832:0018:HT
P30304	Q9NSA1	993	26291	CDC25A	FGF21	21988832:0397:HT|21988832:0018:HT
P30304	Q9P0T0	993		CDC25A	Q9P0T0	15798217:0493:LC|21988832:0018:HT|15798217:0004:LC
P30304	Q9Y2S0	993	51082	CDC25A	POLR1D	21988832:0397:HT|21988832:0018:HT
