Uniprot_A	Uniprot_B	Alt_A	Alt_B	Gene_A	Gene_B	pmid:method:quality
P04216	P06241	7070	2534	THY1	FYN	1351058:0004:LC|1351058:0493:LC|8104794:0492:LC
P04233	P04233	972	972	CD74	CD74	9843486:0114:LC|9752000:0492:LC|2391366:0401:LC|9843486:0492:LC|7479981:0114:LC
P04233	P13760	972	3123	CD74	HLA-DRB1	22084083:0114:LC|7477400:0114:LC|21115828:0114:LC|22820093:0114:LC
P04233	P15813	972	912	CD74	CD1D	11754812:0493:LC|11754812:0024:LC|15657099:0064:LC
P04233	P16070	972	960	CD74	CD44	15657099:0064:LC|8343954:0024:LC|8343954:0493:LC
P04233	P28067	972	3108	CD74	HLA-DMA	8574855:0493:LC|21131964:0107:LC
P04233	P28068	972	3109	CD74	HLA-DMB	8574855:0493:LC|8574855:0024:LC|15657099:0064:LC
P04234	P07766	915	916	CD3D	CD3E	9485181:0493:LC|9582308:0493:LC|9485181:0492:LC|9582308:0492:LC
P04234	P09693	915	917	CD3D	CD3G	9485181:0493:LC|9485181:0024:LC|15657099:0064:LC|9485181:0492:LC
P04234	P20963	915	919	CD3D	CD247	9485181:0493:LC|9485181:0024:LC|15657099:0064:LC|9485181:0492:LC
P04234	P27824	915	821	CD3D	CANX	8621641:0492:LC|8621641:0493:LC|8278814:0492:LC|8278814:0493:LC|8278814:0024:LC|15657099:0064:LC|8621641:0004:LC|25241761:0813:LC
P04259	P19012	3854	3866	KRT6B	KRT15	16189514:0398:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT|15657099:0064:LC
P04264	P11226	3848	4153	KRT1	MBL2	11549596:0493:LC|15657099:0064:LC|11549596:0004:LC
P04264	P15924	3848	1832	KRT1	DSP	9261168:0096:LC|9261168:0018:LC|9261168:0492:LC|15657099:0064:LC
P04264	P22676	3848	794	KRT1	CALB2	15657099:0064:LC|10942575:0493:LC
P04264	Q02156	3848	5581	KRT1	PRKCE	11897493:0493:LC|15657099:0064:LC|11897493:0004:LC
P04264	Q92817	3848	2125	KRT1	EVPL	8999895:0493:LC|15657099:0064:LC
P04271	P04271	6285	6285	S100B	S100B	12480931:0114:LC|17660747:0071:LC|17660747:0028:LC|25416956:0018:HT|20077460:0114:LC|9519411:0114:LC|17660747:0114:LC|10913138:0019:LC|18384084:0114:LC|25416956:0397:HT|10913138:0018:LC|9519411:0492:LC|24063890:0114:LC|9335118:0492:LC|9335118:0114:LC|10913138:0007:LC|10913138:0004:LC|20950652:0114:LC|9925766:0018:LC
P04271	P06703	6285	6277	S100B	S100A6	9925766:0004:LC|10913138:0493:LC|10913138:0018:LC|10913138:0004:LC|9925766:0493:LC|9925766:0018:LC
P04271	P10636	6285	4137	S100B	MAPT	2833519:0096:LC|2833519:0493:LC|2833519:0492:LC|11264299:0096:LC|15657099:0064:LC|11264299:0493:LC|11264299:0492:LC|11264299:0024:LC
P04271	P14136	6285	2670	S100B	GFAP	15657099:0064:LC|10510252:0492:LC
P04271	P23297	6285	6271	S100B	S100A1	16189514:0398:HT|25416956:1356:HT|21516116:0018:HT|10913138:0493:LC|10913138:0019:LC|25416956:1112:HT|25416956:0397:HT|10913138:0018:LC|10913138:0007:LC|25416956:0018:HT|16189514:0018:HT|10913138:0004:LC|25416956:0007:HT|25416956:0231:HT|9925766:0493:LC|9925766:0018:LC|15657099:0064:LC
P04271	P36871	6285	5236	S100B	PGM1	8894274:0004:LC|8894274:0047:LC|15657099:0064:LC|8894274:0492:LC
P04271	P46940	6285	8826	S100B	IQGAP1	12377780:0004:LC|12377780:0024:LC|12377780:0492:LC|12377780:0007:LC|12377780:0493:LC|12377780:0096:LC|15657099:0064:LC
P04271	P52907	6285	829	S100B	CAPZA1	12480931:0114:LC|12470955:0096:LC|12470955:0492:LC
P04271	Q15109	6285	177	S100B	AGER	17660747:0049:LC|17660747:0411:LC|10399917:0493:LC|17726019:0107:LC|17660747:0107:LC|15657099:0064:LC
P04271	Q15208	6285	11329	S100B	STK38	9774336:0004:LC|14661952:0492:LC|9774336:0492:LC|15657099:0064:LC|9774336:0096:LC
P04271	Q53GA5	6285		S100B	Q53GA5	15178678:0004:LC|10876243:0492:LC|11527429:0492:LC
P04271	Q92597	6285	10397	S100B	NDRG1	12493777:0493:LC|12493777:0492:LC|15657099:0064:LC|12493777:0004:LC
P04271	Q9HB71	6285	27101	S100B	CACYBP	12042313:0493:LC|12042313:0492:LC|15657099:0064:LC
P04275	P04275	7450	7450	VWF	VWF	18182488:0071:LC|18182488:0038:LC|22440751:0114:LC|9331419:0114:LC|21857647:0404:LC|9553097:0492:LC|9553097:0114:LC|21857647:0040:LC|9331419:0492:LC|19470641:0114:LC|12121649:0492:LC|18182488:0067:LC|18492805:0808:LC|21750539:0114:LC|9312128:0114:LC|24391089:0114:LC|21857647:0071:LC|17895385:0807:LC|21857647:0038:LC
P04275	P07359	7450	2811	VWF	GP1BA	12183630:0493:LC|12183630:0492:LC|6336654:0493:LC|6336654:0492:LC|12087105:0493:LC|12087105:0492:LC|12183630:0114:LC
P04275	Q76LX8	7450	11093	VWF	ADAMTS13	18577516:0435:LC|16221672:0107:LC|12775718:0492:LC|16221672:0435:LC|15824096:0492:LC|18492805:0435:LC
P04275	Q96KM6	7450	57473	VWF	ZNF512B	15231748:0018:HT|15657099:0064:LC
P04278	P04278	6462	6462	SHBG	SHBG	15862967:0493:LC|3702459:0492:LC|15862967:0492:LC|3702459:0018:LC|15862967:0018:LC|3702459:0493:LC
P04279	P22735	6406	7051	SEMG1	TGM1	9523691:0492:LC|15657099:0064:LC
P04279	Q02383	6406	6407	SEMG1	SEMG2	9523691:0024:LC|9523691:0004:LC|9523691:0492:LC|15657099:0064:LC
P04279	Q546G3	6406	354	SEMG1	KLK3	9092810:0492:LC|11027412:0492:LC
P04406	P04406	2597	2597	GAPDH	GAPDH	20392205:0055:LC|21988832:0018:HT|7030790:0114:LC|1924305:0114:LC|:0114:LC|16510976:0114:LC|957435:0114:LC|11724794:0492:LC|10617673:0492:LC
P04406	P15927	2597	6118	GAPDH	RPA2	16169070:0018:HT|16169070:0007:HT|15657099:0064:LC|16169070:0398:HT
P04406	P42858	2597	3064	GAPDH	HTT	16492755:0004:LC|17500595:0018:LC|8612237:0024:LC|15383276:0018:HT|15657099:0064:LC
P04406	P50453	2597	5272	GAPDH	SERPINB9	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04406	Q06830	2597	5052	GAPDH	PRDX1	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04406	Q15102	2597	5050	GAPDH	PAFAH1B3	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04406	Q16363	2597	3910	GAPDH	LAMA4	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04406	Q9BX70	2597	55643	GAPDH	BTBD2	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04424	P04424	435	435	ASL	ASL	25416956:0397:HT|9256435:0114:LC|9256435:0492:LC|25416956:0018:HT|21988832:0018:HT|11747432:0492:LC|11747432:0114:LC
P04424	P47897	435	5859	ASL	QARS	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
P04431	P04431			P04431	P04431	22745168:0114:LC
P04440	P20036	3115	3113	HLA-DPB1	HLA-DPA1	20356827:0114:LC|8649448:0024:LC|8649448:0493:LC|15657099:0064:LC
P04626	P04626	2064	2064	ERBB2	ERBB2	19060928:0004:LC|1706616:0493:LC|21203579:0055:LC|10372802:0492:LC|21480528:0813:LC|21255571:0276:LC|11500516:0492:LC|12354693:0493:LC|17148612:0010:LC|21480528:0663:LC|19077306:0004:LC|15093539:0114:LC|22003817:0114:LC|12354693:0492:LC|18178548:0114:LC|14576349:0004:LC|19650109:0813:LC|21680730:0114:LC|1706616:0492:LC|10372802:0493:LC|11500516:0493:LC|23436906:0813:LC|21454582:0114:LC|24095059:0114:LC|16843263:0424:LC|22733765:0007:LC|21480528:0055:LC
P04626	P09769	2064	2268	ERBB2	FGR	16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	P12931	2064	6714	ERBB2	SRC	11940572:0096:LC|17875712:0004:LC|21075308:0004:LC|11940572:0019:LC|21075308:0006:LC|15657099:0064:LC|16273093:0024:HT|7542762:0493:LC|19372587:0006:LC|7542762:0024:LC
P04626	P14923	2064	3728	ERBB2	JUP	7702605:0047:LC|7702605:0493:LC|7702605:0492:LC|15657099:0064:LC|7999105:0007:LC|25241761:0813:LC
P04626	P15309	2064	55	ERBB2	ACPP	10851066:0493:LC|9705354:0434:LC|11067847:0254:LC|9705354:0493:LC|11067847:0493:LC|9705354:0492:LC|11067847:0492:LC|11067847:0418:LC|9705354:0254:LC|10851066:0492:LC
P04626	P15498	2064	7409	ERBB2	VAV1	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	P16144	2064	3691	ERBB2	ITGB4	11375975:0493:LC|15657099:0064:LC
P04626	P16885	2064	5336	ERBB2	PLCG2	16273093:0686:HT|16273093:0089:HT|25241761:0813:LC|15657099:0064:LC|16273093:0024:HT
P04626	P19174	2064	5335	ERBB2	PLCG1	1676673:0493:LC|1676673:0004:LC|1683701:0493:LC|1683701:0401:LC|15657099:0064:LC|16273093:0024:HT|16273093:0089:HT
P04626	P20936	2064	5921	ERBB2	RASA1	16273093:0089:HT|24412244:0397:LC
P04626	P21860	2064	2065	ERBB2	ERBB3	19060928:0004:LC|7592681:0028:LC|25241761:0813:LC|11173924:0492:LC|7538656:0493:LC|17148612:0010:LC|22733765:0006:LC|16843263:0096:LC|11173924:0493:LC|23680147:0813:LC|22806884:0813:LC|17426253:0006:LC|7538656:0492:LC|10572067:0006:LC|10799311:0493:LC|21075308:0006:LC|21203579:0006:LC|19411071:0030:LC|15657099:0064:LC|10799311:0492:LC|19411071:0006:LC|23688700:0813:LC|15504738:0004:LC|9130710:0004:LC|21278786:0031:LC|25326665:0006:LC|23436906:0813:LC|7538656:0024:LC|23866081:0006:LC|24557338:0813:LC|23680147:0030:LC|20227043:0006:LC
P04626	P23458	2064	3716	ERBB2	JAK1	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	P27701	2064	3732	ERBB2	CD82	14576349:0004:LC|14576349:0493:LC|15657099:0064:LC
P04626	P27986	2064	5295	ERBB2	PIK3R1	16843263:0096:LC|21075308:0006:LC|1351056:0493:LC|9756944:0004:LC|16843263:0493:LC|15657099:0064:LC|16273093:0686:HT|16273093:0089:HT
P04626	P29353	2064	6464	ERBB2	SHC1	16843263:0096:LC|9710588:0004:LC|16729043:0096:LC|9710588:0493:LC|16843263:0492:LC|9756944:0004:LC|10085134:0004:LC|9710588:0492:LC|24658140:0112:LC|16729043:0004:LC|16273093:0024:HT|16273093:0686:HT|16273093:0089:HT|16729043:0493:LC|16843263:0493:LC|16729043:0492:LC|15657099:0064:LC
P04626	P30512	2064	3105	ERBB2	HLA-A	10593938:0114:LC|10593938:0492:LC
P04626	P35070	2064	685	ERBB2	BTC	9662041:0493:LC|25241761:0813:LC|15657099:0064:LC
P04626	P35222	2064	1499	ERBB2	CTNNB1	11245482:0004:LC|11950845:0428:LC|7702605:0047:LC|11245482:0492:LC|11245482:0007:LC|7702605:0493:LC|11245482:0493:LC|7702605:0492:LC|11950845:0004:LC|7999105:0007:LC|15657099:0064:LC|7702605:0096:LC
P04626	P35568	2064	3667	ERBB2	IRS1	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	P40189	2064	3572	ERBB2	IL6ST	11821958:0493:LC|11821958:0024:LC|15657099:0064:LC|11821958:0004:LC
P04626	P40763	2064	6774	ERBB2	STAT3	20876300:0402:LC|20876300:0663:LC|11940572:0019:LC|11940572:0004:LC|16273093:0686:HT|16273093:0089:HT|19372587:0006:LC
P04626	P42224	2064	6772	ERBB2	STAT1	16273093:0686:HT|16273093:0089:HT|25241761:0813:LC|15657099:0064:LC|16273093:0024:HT
P04626	P42679	2064	4145	ERBB2	MATK	12122014:0492:LC|12122014:0096:LC|15657099:0064:LC|16273093:0024:HT|12122014:0493:LC|16273093:0686:HT|16273093:0089:HT
P04626	P42680	2064	100124696	ERBB2	TEC	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	P42681	2064	7294	ERBB2	TXK	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	P42684	2064	27	ERBB2	ABL2	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	P43405	2064	6850	ERBB2	SYK	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	P46109	2064	1399	ERBB2	CRKL	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	P50616	2064	10140	ERBB2	TOB1	8632892:0492:LC|15657099:0064:LC|8632892:0024:LC|8632892:0493:LC
P04626	P51451	2064	640	ERBB2	BLK	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	P51813	2064	660	ERBB2	BMX	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	P52735	2064	7410	ERBB2	VAV2	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	P62993	2064	2885	ERBB2	GRB2	24189400:0676:LC|17875712:0004:LC|11606575:0004:LC|21278786:0006:LC|9710588:0004:LC|16729043:0096:LC|11173924:0492:LC|9756944:0004:LC|24658140:0112:LC|16729043:0004:LC|16273093:0024:HT|17875712:0096:LC|16273093:0686:HT|16273093:0089:HT|11606575:0492:LC|16729043:0492:LC|15657099:0064:LC
P04626	P78314	2064	6452	ERBB2	SH3BP2	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	P78352	2064	1742	ERBB2	DLG4	10839362:0401:LC|10839362:0493:LC|10839362:0018:LC|15657099:0064:LC|10839362:0004:LC
P04626	Q05209	2064	5782	ERBB2	PTPN12	21376233:0809:LC|19167335:0434:HT
P04626	Q06124	2064	5781	ERBB2	PTPN11	9756944:0004:LC|16729043:0004:LC|16273093:0024:HT|16273093:0686:HT|16273093:0089:HT|16729043:0493:LC|16729043:0492:LC|15657099:0064:LC
P04626	Q07889	2064	6654	ERBB2	SOS1	11173924:0493:LC|11173924:0492:LC|15657099:0064:LC
P04626	Q08881	2064	3702	ERBB2	ITK	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	Q13387	2064	23542	ERBB2	MAPK8IP2	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	Q14289	2064	2185	ERBB2	PTK2B	10713673:0004:LC|25241761:0813:LC|15657099:0064:LC|10713673:0493:LC|10713673:0024:LC
P04626	Q14451	2064	2886	ERBB2	GRB7	17875712:0004:LC|16273093:0024:HT|22702899:0114:LC|12975581:0114:LC|9079677:0493:LC|9079677:0096:LC|9079677:0405:LC|12061724:0077:LC|9079677:0024:LC|12975581:0077:LC|9079677:0492:LC|16273093:0686:HT|16273093:0089:HT|15657099:0064:LC
P04626	Q15303	2064	2066	ERBB2	ERBB4	16767099:0006:LC|16767099:0492:LC|21203579:0006:LC|10572067:0006:LC|10839362:0004:LC|24557338:0813:LC
P04626	Q16543	2064	11140	ERBB2	CDC37	24189400:0676:LC|15643424:0019:LC|25036637:0729:LC
P04626	Q63HR2	2064	23371	ERBB2	TNS2	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	Q658W2	2064		ERBB2	DKFZP666O0110	11807823:0493:LC|15657099:0064:LC
P04626	Q68CZ2	2064	64759	ERBB2	TNS3	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	Q6PKX4	2064	220164	ERBB2	DOK6	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	Q7Z6G8	2064	56899	ERBB2	ANKS1B	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	Q86SX1	2064		ERBB2	Q86SX1	11071886:0493:LC|17239458:0004:LC|18655187:0004:LC|20159553:0004:LC|22315411:0004:LC|12006493:0004:LC|22939624:0004:HT|11071886:0004:LC|21503962:0004:LC
P04626	Q8TEW6	2064	55715	ERBB2	DOK4	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	Q92529	2064	53358	ERBB2	SHC3	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	Q92569	2064	8503	ERBB2	PIK3R3	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	Q92625	2064	23294	ERBB2	ANKS1A	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	Q96RT1	2064	55914	ERBB2	ERBB2IP	10878805:0493:LC|10878805:0096:LC|12444095:0114:LC|11278603:0004:LC|11278603:0018:LC|11278603:0493:LC|12379659:0004:LC|11278603:0492:LC|18316330:0007:LC|15657099:0064:LC|10878805:0004:LC|10878805:0492:LC|11278603:0096:LC
P04626	Q99102	2064	4585	ERBB2	MUC4	11687512:0493:LC|11598901:0493:LC|12434309:0493:LC
P04626	Q99704	2064	1796	ERBB2	DOK1	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	Q99952	2064	26469	ERBB2	PTPN18	14660651:0492:LC|:0114:LC
P04626	Q9BRG2	2064	10045	ERBB2	SH2D3A	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	Q9H6Q3	2064	84174	ERBB2	SLA2	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	Q9NP31	2064	9047	ERBB2	SH2D2A	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	Q9UFY1	2064		ERBB2	DKFZP434N101	16273093:0686:HT|1676673:0004:LC|1683701:0401:LC|1676673:0493:LC|1683701:0493:LC
P04626	Q9UJM3	2064	54206	ERBB2	ERRFI1	11003669:0492:LC|11003669:0018:LC|15856022:0019:LC|24189400:0676:LC|25640309:0397:LC
P04626	Q9UKW4	2064	10451	ERBB2	VAV3	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04626	Q9UNE7	2064	10273	ERBB2	STUB1	12574167:0492:LC|12239347:0004:LC|12574167:0493:LC|17239458:0004:LC|12239347:0415:LC|12574167:0004:LC|17239458:0096:LC|15657099:0064:LC|17875712:0096:LC|12574167:0415:LC|17875712:0004:LC
P04626	Q9UQF2	2064	9479	ERBB2	MAPK8IP1	16273093:0686:HT|16273093:0089:HT|15657099:0064:LC|16273093:0024:HT
P04628	Q8N474	7471	6422	WNT1	SFRP1	10347172:0492:LC|10347172:0493:LC|10347172:0024:LC|15657099:0064:LC|10347172:0004:LC
P04628	Q9H461	7471	8325	WNT1	FZD8	15454084:0019:LC|11448771:0096:LC|15454084:0493:LC|11448771:0004:LC
P04629	P04629	4914	4914	NTRK1	NTRK1	21187090:0809:LC|24900538:0114:LC|10388563:0114:LC|11159935:0492:LC|22902478:0114:LC|21187090:0090:LC
P04629	P08138	4914	4804	NTRK1	NGFR	7616616:0019:LC|9927421:0493:LC|7836442:0416:LC|7616616:0030:LC
P04629	P19174	4914	5335	NTRK1	PLCG1	8384556:0019:LC|10092678:0096:LC|9856458:0018:LC|10708759:0018:LC|1715690:0096:LC|1715690:0493:LC|8384556:0405:LC|8384556:0493:LC
P04629	P27986	4914	5295	NTRK1	PIK3R1	8384556:0492:LC|8226808:0019:LC|8384556:0493:LC|8226808:0405:LC
P04629	P29353	4914	6464	NTRK1	SHC1	10092678:0096:LC|7542991:0019:LC|8155326:0493:LC|8943228:0405:LC|7541035:0493:LC|12446789:0018:LC|8155326:0492:LC|9856458:0018:LC|8226808:0492:LC|10629055:0492:LC|8226808:0019:LC|8226808:0493:LC|8524391:0114:LC|10708759:0018:LC|10629055:0493:LC|8610109:0405:LC|15657099:0064:LC|8226808:0405:LC|8610109:0004:LC|8183561:0004:LC|7541035:0492:LC|8610109:0019:LC
P04629	P42679	4914	4145	NTRK1	MATK	10329710:0047:LC|10329710:0004:LC|15657099:0064:LC|10329710:0493:LC
P04629	P46108	4914	1398	NTRK1	CRK	7509449:0492:LC|7657647:0492:LC|7509449:0493:LC|7657647:0493:LC
P04629	P46934	4914	4734	NTRK1	NEDD4	16701206:0415:LC|21332718:0004:LC|21332718:0415:LC|16701206:0004:LC|19953087:0415:HT|19953087:0096:HT
P04629	P62993	4914	2885	NTRK1	GRB2	11733534:0493:LC|10748052:0493:LC|10748052:0096:LC|15657099:0064:LC|11733534:0004:LC
P04629	P98077	4914	25759	NTRK1	SHC2	9507002:0018:LC|12006576:0018:LC|12006576:0492:LC|12006576:0493:LC|9507002:0493:LC|9507002:0492:LC
P04629	Q13501	4914	8878	NTRK1	SQSTM1	17389358:0007:LC|12471037:0007:LC|11244088:0004:LC|12471037:0004:LC|18174161:0004:LC|18457658:0004:LC|11244088:0493:LC|10747026:0493:LC
P04629	Q59FK4	4914		NTRK1	Q59FK4	10679771:0004:LC|10708759:0018:LC|10679771:0493:LC|10679771:0492:LC|10679771:0018:LC|10708759:0492:LC|10708759:0493:LC|10708759:0096:LC
P04629	Q8WU20	4914	10818	NTRK1	FRS2	10092678:0096:LC|10629055:0004:LC|10092678:0018:LC|10629055:0019:LC|10092678:0492:LC
P04629	Q96PU5	4914	23327	NTRK1	NEDD4L	16701206:0492:LC|16701206:0493:LC|19953087:0415:HT
P04629	Q9BVN2	4914	23623	NTRK1	RUSC1	15024033:0493:LC|15657099:0064:LC|15024033:0018:LC
P04629	Q9NRF2	4914	25970	NTRK1	SH2B1	10708759:0492:LC|9856458:0004:LC|9856458:0018:LC|10708759:0018:LC|9856458:0492:LC
P04629	Q9UFY1	4914		NTRK1	DKFZP434N101	10092678:0096:LC|9856458:0018:LC|10708759:0018:LC|1715690:0096:LC|1715690:0493:LC|8384556:0493:LC
P04629	Q9ULH0	4914	57498	NTRK1	KIDINS220	15167895:0493:LC|11150334:0493:LC|16284401:0007:LC
P04632	P11802	826	1019	CAPNS1	CDK4	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04632	P17655	826	824	CAPNS1	CAPN2	18519038:0077:LC|10639123:0114:LC|15657099:0064:LC|11517928:0114:LC
P04632	P31785	826	3561	CAPNS1	IL2RG	9326644:0018:LC|9326644:0024:LC|15657099:0064:LC
P04632	P36575	826	407	CAPNS1	ARR3	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04632	P54274	826	7013	CAPNS1	TERF1	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04632	P56134	826	9551	CAPNS1	ATP5J2	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04632	P62879	826	2783	CAPNS1	GNB2	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04632	Q59EF6	826		CAPNS1	Q59EF6	11673052:0492:LC|10639123:0492:LC|11673052:0114:LC|10666632:0492:LC|11517928:0492:LC|11517928:0114:LC
P04632	Q7L5D6	826	51608	CAPNS1	GET4	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04632	Q9Y295	826	4733	CAPNS1	DRG1	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04637	P04637	7157	7157	TP53	TP53	20364130:0114:LC|14580323:0096:LC|23863845:0114:LC|15383276:0018:HT|19339993:0071:LC|21178074:0020:LC|15950904:0415:LC|23836939:0114:LC|1505019:0114:LC|18996393:0114:LC|17327663:0114:LC|22972749:0077:LC|22653443:0007:LC|14534297:0114:LC|21525412:0114:LC|24374182:0114:LC|16461914:0028:LC|15674341:0030:LC|21457718:0114:LC|11877378:0114:LC|21933903:0114:LC|18650397:0114:LC|22439615:0114:LC|16009130:0030:LC|20004160:0040:LC|11254385:0077:LC|16009130:0019:LC|7773777:0114:LC|7796267:0114:LC|16291740:0404:LC|17620598:0077:LC|8023159:0114:LC|17620598:0826:LC|18087040:0807:LC|23630318:0114:LC|19339993:0030:LC|16793544:0114:LC|18076077:0114:LC|21084564:0004:LC|11713287:0415:LC|16009130:0004:LC|15703170:0114:LC|15542844:0424:LC|19667193:0069:LC|17015838:0114:LC|21988832:0018:HT|16905097:0114:LC|9321402:0114:LC|19515728:0114:LC|17612295:0112:LC|19011633:0004:LC|20159469:0114:LC|21522129:0114:LC|16461914:0077:LC|11254385:0114:LC|15674341:0031:LC|8023157:0114:LC|:0114:LC|14580323:0401:LC|24100332:0114:LC|17620598:0020:LC|20142040:0114:LC|15321712:0045:LC|15674341:0276:LC|14985081:0018:LC|12110597:0114:LC
P04637	P04792	7157	3315	TP53	HSPB1	16169070:0398:HT|17184779:0006:LC|25241761:0813:LC|17184779:0004:LC|15657099:0064:LC|16169070:0018:HT
P04637	P05109	7157	6279	TP53	S100A8	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04637	P09429	7157	3146	TP53	HMGB1	23063560:0030:LC|9472015:0047:LC|11748221:0096:LC|23063560:0071:LC|23063560:0114:LC|23063560:0077:LC|9472015:0004:LC|15657099:0064:LC|11106654:0096:LC|23063560:0065:LC|9472015:0045:LC|9472015:0024:LC|11106654:0004:LC
P04637	P09874	7157	142	TP53	PARP1	15044383:0004:LC|9312059:0004:LC|15044383:0006:LC|9312059:0019:LC|14627987:0006:LC|12898523:0096:LC|9565608:0047:LC|9565608:0024:LC|12898523:0019:LC|15657099:0064:LC
P04637	P11274	7157	613	TP53	BCR	25241761:0813:LC|16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04637	P12429	7157	306	TP53	ANXA3	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04637	P17028	7157	7572	TP53	ZNF24	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04637	P18847	7157	467	TP53	ATF3	11792711:0024:LC|15933712:0019:LC|16169070:0398:HT|15933712:0096:LC|11792711:0004:LC|15657099:0064:LC|11792711:0096:LC|16169070:0018:HT|15933712:0004:LC
P04637	P19338	7157	4691	TP53	NCL	12138209:0004:LC|22103682:0047:LC|22103682:0096:LC|12138209:0047:LC|15657099:0064:LC
P04637	P20042	7157	8894	TP53	EIF2S2	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04637	P20248	7157	890	TP53	CCNA2	10884347:0096:LC|12501191:0114:LC|10884347:0024:LC|15657099:0064:LC
P04637	P20338	7157	5867	TP53	RAB4A	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04637	P21673	7157	6303	TP53	SAT1	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04637	P24522	7157	1647	TP53	GADD45A	16990795:0007:LC|21900206:0018:HT
P04637	P26447	7157	6275	TP53	S100A4	23752197:0663:LC|23752197:0813:LC|20591429:0053:LC|20591429:0071:LC|19740107:0047:LC|11527429:0096:LC|23752197:0030:LC
P04637	P27694	7157	6117	TP53	RPA1	8663296:0004:LC|15489903:0096:LC|11751427:0004:LC|15489903:0004:LC|16234232:0114:LC|15735006:0411:LC
P04637	P31947	7157	2810	TP53	SFN	11896572:0004:LC|14517281:0004:LC|17546054:0004:LC|20206173:0114:LC|21625211:0006:LC|14517281:0096:LC|20206173:0065:LC
P04637	P36405	7157	403	TP53	ARL3	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
P04637	P38398	7157	672	TP53	BRCA1	9926942:0019:LC|9926942:0004:LC|14636569:0401:LC|14710355:0004:LC|9926942:0096:LC|9582019:0004:LC|14636569:0004:LC|9482880:0019:LC|9582019:0019:LC|15657099:0064:LC|9582019:0096:LC|16677609:0096:LC|9482880:0004:LC
